Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Max Drawdown [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-10-23 (Price: 1036.41)",No Exit Yet,"0.0%, 0 days","85.71%, Past 30 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 578.51 prior to 2025-12-31,"2025-10-23 (Price: 1036.41), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 583.1637), 77.72% above, Upmove Bounce Back","2016-03-31 (Price: 77.17), 2021-09-30 (Price: 895.93)",No Information,3807.85%/162.78%/1736.16%,"6.66%, 52.63%",5089 days/914 days/3245 days,2045-12-27/2029-06-07/2038-09-05,19.02%,19.16%,-0.14%,0.69,0.59,1574.4104/19030.1459/1527.67/No Horizontal Resistance/1152.1961/1335.0406,415.35/561.385/998.2461/956.961/1235.8618/1313.1536,887.36/767.13,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
FRACTAL TRACK,"PFE, Long, 2025-10-23 (Price: 24.67)",No Exit Yet,"0.0%, 0 days","78.57%, Past 48 years, 14","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 20.92 prior to 2025-12-31,"2025-10-23 (Price: 24.67), 0.0% below",0 days,No Information,No Information,No Information,"78.6% (Price: 20.9228), 17.91% above, Upmove Bounce Back","2005-12-31 (Price: 19.2315), 2006-12-31 (Price: 27.1347)",No Information,1467.39%/5.85%/255.06%,"32.45%, 71.63%",8349 days/718 days/3574 days,2058-12-01/2028-08-27/2039-12-25,6.44%,6.41%,0.03%,0.46,0.21,28.3212/87.5933/29.41/55.39/66.9493/78.5247,24.24/No Horizontal Support/23.1763/20.33/71.3609/77.2918,24.89/24.73,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
FRACTAL TRACK,"BAC, Long, 2025-10-23 (Price: 51.76)",No Exit Yet,"0.0%, 0 days","92.86%, Past 39 years, 14","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 33.07 prior to 2025-12-31,"2025-10-23 (Price: 51.76), 0.0% below",0 days,No Information,No Information,No Information,"61.8% (Price: 33.1459), 56.16% above, Upmove Bounce Back","2018-12-31 (Price: 22.66), 2022-03-31 (Price: 50.11)",No Information,590.59%/37.48%/259.03%,"7.22%, 59.29%",4305 days/587 days/2315 days,2042-11-18/2028-02-20/2034-12-28,10.28%,4.52%,5.76%,0.62,0.21,60.2486/185.8339/68.23/No Horizontal Resistance/60.5768/68.9113,27.38/29.49/47.3026/44.6101/51.6314/53.8138,50.41/45.65,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
FRACTAL TRACK,"EEM, Long, 2025-10-23 (Price: 54.74)",No Exit Yet,"0.0%, 0 days","80.0%, Past 22 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 38.19 prior to 2025-12-31,"2025-10-23 (Price: 54.74), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 38.9158), 40.66% above, Upmove Bounce Back","2008-12-31 (Price: 18.22), 2013-03-31 (Price: 45.33)",No Information,14.61%/14.61%/14.61%,"5.22%, 19.1%",650 days/650 days/650 days,2028-05-21/2028-05-21/2028-05-21,3.9%,6.2%,-2.3%,0.26,0.2,53.7547/62.7375/71.01/No Horizontal Resistance/59.1317/64.1194,34.88/36.64/54.6309/47.0231/54.7105/55.6355,52.27/47.0,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
FRACTAL TRACK,"INFY, Long, 2025-10-23 (Price: 17.53)",No Exit Yet,"0.0%, 0 days","100.0%, Past 26 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 15.82 prior to 2025-12-31,"2025-10-23 (Price: 17.53), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 15.5656), 12.62% above, Upmove Bounce Back","2012-09-30 (Price: 4.7413), 2022-03-31 (Price: 26.39)",No Information,22.51%/22.51%/22.51%,"-0.0%, 40.77%",783 days/783 days/783 days,2028-11-30/2028-11-30/2028-11-30,5.53%,12.66%,-7.13%,0.48,0.38,18.2189/21.476/30.52/23.796/25.6134/28.3998,16.27/16.074/15.7658/14.2072/16.6189/15.7269,16.82/18.35,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2025-10-23 (Price: 246.42)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 171.73 prior to 2025-12-31,"2025-10-23 (Price: 246.42), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 170.075), 44.89% above, Upmove Bounce Back","2020-03-31 (Price: 95.69), 2021-12-31 (Price: 244.46)",No Information,107.29%/12.13%/53.02%,"-0.0%, 32.09%",2674 days/914 days/1848 days,2036-05-31/2029-06-07/2033-02-19,6.13%,6.14%,-0.01%,0.65,0.2,277.3704/377.0719/335.68/No Horizontal Resistance/244.7401/270.9222,164.92/162.3167/193.0987/160.6663/233.5959/221.8127,239.39/218.38,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
FRACTAL TRACK,"JETS, Long, 2025-10-23 (Price: 24.94)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 10","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 24.135 prior to 2025-10-24,"2025-10-23 (Price: 24.94), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 21.3052), 17.06% above, Upmove Bounce Back","2019-09-01 (Price: 27.55), 2023-07-16 (Price: 22.5)",No Information,22.85%/22.85%/22.85%,"-0.0%, 17.18%",229 days/229 days/229 days,2026-09-19/2026-09-19/2026-09-19,7.2%,0.53%,6.67%,0.28,0.06,24.1918/30.6388/27.97/27.1773/36.0778/41.7471,24.21/14.732/No Next Fib Ext Support/No Next Fib Ext Support/24.3478/25.4834,25.49/23.71,84.51%/71/553 days (Across ALL Assets),64.74%/190/227 days (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-10-23 (Price: 11.7)",No Exit Yet,"0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 10.5 prior to 2025-12-31,"2025-10-23 (Price: 11.7), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 10.74), 8.94% above, Upmove Bounce Back","2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",No Information,40.92%/21.12%/31.02%,"-0.0%, 38.76%",1109 days/718 days/913 days,2030-03-17/2028-08-27/2029-06-06,7.21%,16.0%,-8.79%,0.81,0.56,11.0542/15.3293/14.94/13.345/16.7981/18.5763,8.8/9.1367/11.1928/8.9354/11.3772/10.74,11.03/11.53,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-10-23 (Price: 43.68)",No Exit Yet,"0.0%, 0 days","91.67%, Past 52 years, 24","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 40.62 prior to 2025-10-31,"2025-10-23 (Price: 43.68), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 40.8946), 6.81% above, Upmove Bounce Back","2010-08-31 (Price: 15.6562), 2024-04-30 (Price: 56.495)",No Information,1389.83%/6.72%/224.83%,"41.8%, 61.82%",5502 days/239 days/1465 days,2047-08-18/2026-10-04/2031-08-14,13.14%,14.1%,-0.96%,0.31,0.49,45.7897/141.8857/68.18/51.51/56.8564/60.0196,39.56/34.9317/40.3807/34.2208/61.5996/64.7366,43.44/42.93,83.64%/55/1306 days (Across ALL Assets),69.7%/132/363 days (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-10-23 (Price: 43.68)",No Exit Yet,"0.0%, 0 days","100.0%, Past 52 years, 9","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 34.92 prior to 2025-12-31,"2025-10-23 (Price: 43.68), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 34.1015), 28.09% above, Upmove Bounce Back","2020-03-31 (Price: 4.7992), 2022-06-30 (Price: 43.1832)",No Information,880.76%/8.06%/414.73%,"-0.0%, 51.66%",2087 days/718 days/1457 days,2034-01-31/2028-08-27/2031-08-03,15.27%,12.92%,2.35%,0.42,0.46,45.8815/224.8341/66.71/51.51/56.8564/60.0196,42.8/34.9317/40.3807/34.2208/61.5996/64.7366,43.44/42.93,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-23 (Price: 78.85)",No Exit Yet,"0.0%, 0 days","91.67%, Past 31 years, 12","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 73.58 prior to 2025-10-31,"2025-10-23 (Price: 78.85), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 74.9167), 5.25% above, Upmove Bounce Back","2002-02-28 (Price: 0.4375), 2024-07-31 (Price: 98.0)",No Information,6107.74%/9.52%/971.03%,"16.7%, 70.23%",4108 days/153 days/1494 days,2042-02-06/2026-06-01/2031-09-25,17.01%,17.8%,-0.79%,0.35,0.63,83.8412/844.5072/137.39/84.3925/108.5192/128.6503,67.6/38.015/69.2261/55.1981/106.4561/111.6527,78.94/74.13,83.64%/55/1306 days (Across ALL Assets),69.7%/132/363 days (Across ALL Assets)
FRACTAL TRACK,"TFII.TO, Long, 2025-10-23 (Price: 124.4)",No Exit Yet,"0.0%, 0 days","90.0%, Past 25 years, 10","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 115.02 prior to 2025-10-31,"2025-10-23 (Price: 124.4), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 116.97), 6.35% above, Upmove Bounce Back","2005-10-31 (Price: 13.01), 2024-04-30 (Price: 220.93)",No Information,303.95%/7.43%/90.09%,"39.0%, 80.29%",1738 days/239 days/934 days,2032-09-13/2026-10-04/2029-07-06,8.14%,12.86%,-4.72%,0.55,0.45,149.3298/236.472/249.15/219.9933/218.6478/242.6984,111.42/102.925/108.3725/94.3258/248.934/266.1435,128.62/132.6,83.64%/55/1306 days (Across ALL Assets),69.7%/132/363 days (Across ALL Assets)
FRACTAL TRACK,"TRI.TO, Long, 2025-10-23 (Price: 228.64)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 14","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 209.23 prior to 2025-10-24,"2025-10-23 (Price: 228.64), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 205.33), 11.35% above, Upmove Bounce Back","2018-05-13 (Price: 53.4023), 2025-07-20 (Price: 299.24)",No Information,218.9%/1.4%/46.83%,"-0.0%, 26.29%",1864 days/34 days/451 days,2033-03-14/2025-12-11/2027-08-07,17.16%,10.46%,6.7%,0.56,0.41,254.5906/335.7121/376.14/240.8933/308.8111/326.8654,212.03/116.89/202.701/175.5204/232.2261/211.5255,229.76/249.49,84.51%/71/553 days (Across ALL Assets),64.74%/190/227 days (Across ALL Assets)
FRACTAL TRACK,"NVO, Long, 2025-10-23 (Price: 53.23)",No Exit Yet,"0.0%, 0 days","84.0%, Past 44 years, 25","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 45.05 prior to 2025-10-31,"2025-10-23 (Price: 53.23), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 45.6224), 16.68% above, Upmove Bounce Back","2018-10-31 (Price: 20.615), 2022-04-30 (Price: 61.08)",No Information,3374.71%/15.27%/425.8%,"27.04%, 47.55%",5739 days/215 days/1377 days,2048-07-26/2026-08-30/2031-04-09,15.56%,13.68%,1.88%,0.26,0.52,65.0737/279.8833/77.51/139.01/159.2295/190.9685,47.07/37.445/52.1958/49.5469/47.9075/35.154,56.43/68.14,83.64%/55/1306 days (Across ALL Assets),69.7%/132/363 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2025-10-23 (Price: 290.73)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 11","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 286.2917 prior to 2025-10-31,"2025-10-23 (Price: 290.73), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/4.01% below/0.0% below,62.44%/5.05%/22.29%,"0%, 37.55%",392 days/107 days/232 days,2027-05-13/2026-03-26/2026-09-24,11.02%,13.62%,-2.6%,0.97,0.47,376.9024/355.5337/404.62/No Horizontal Resistance/286.8714/360.6179,166.0/83.575/242.5186/185.5817/251.761/215.1289,266.39/215.93,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-23 (Price: 92.49)",No Exit Yet,"0.0%, 0 days","72.73%, Past 20 years, 11","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 90.84 prior to 2025-10-31,"2025-10-23 (Price: 92.49), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.36% above/1.88% below/0.0% below,16.81%/1.91%/6.7%,"3.25%, 19.02%",1129 days/129 days/341 days,2030-04-15/2026-04-27/2027-02-28,3.96%,2.28%,1.68%,0.66,-0.08,101.813/98.6868/96.65/No Horizontal Resistance/102.4808/126.5323,82.93/65.915/84.9957/395.7871/104.6773/107.8529,89.94/88.51,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
FRACTAL TRACK,"CNR.TO, Short, 2025-10-23 (Price: 134.25)",No Exit Yet,"-0.0%, 0 days","87.5%, Past 5 years, 40","Daily, is CONFIRMED on 2025-10-23",Already confirmed,"2025-10-23 (Price: 134.25), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 136.9844), 2.0% below, Upmove Break Below","2024-07-16 (Price: 165.46), 2025-08-11 (Price: 128.63)",No Information,4.67%/0.57%/2.83%,"2.07%, 5.65%",17 days/3 days/8 days,2025-11-16/2025-10-27/2025-11-03,6.01%,5.1%,0.91%,0.15,-0.19,132.6659/130.4507/112.15/127.762/No Next Fib Ext Support/No Next Fib Ext Support,136.43/127.762/No Next Fib Ext Support/No Next Fib Ext Support/158.274/162.0558,131.65/138.98,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets)
FRACTAL TRACK,"WPM, Short, 2025-10-23 (Price: 98.23)",No Exit Yet,"-0.0%, 0 days","87.5%, Past 20 years, 24","Monthly, was CONFIRMED on 2025-10-22",No Cancellation Possible,"2025-10-23 (Price: 98.23), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 96.3808), 1.92% above, Upmove Break Below","2023-10-31 (Price: 38.37), 2025-10-23 (Price: 114.36)",No Information,24.39%/3.3%/10.76%,"20.59%, 24.39%",65 days/20 days/29 days,2026-01-25/2025-11-20/2025-12-04,13.82%,5.4%,8.42%,0.5,0.59,104.6149/87.6605/52.64/38.3375/94.5529/85.5992,111.84/38.3375/94.5529/85.5992/94.0739/81.6073,103.62/85.56,50.0%/8/134 days (Across ALL Assets),50.0%/24/87 days (Across ALL Assets)
FRACTAL TRACK,"NZDCAD=X, Short, 2025-10-19 (Price: 0.8043)",No Exit Yet,"0.04%, 3 days","86.49%, Past 20 years, 37","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2025-10-23 (Price: 0.804), 0.04% below",3 days,No Information,No Information,No Information,"78.6% (Price: 0.8226), 2.26% below, Upmove Break Below","2025-03-23 (Price: 0.8223), 2025-04-13 (Price: 0.8091)",No Information,4.12%/0.09%/3.08%,"3.78%, 6.34%",104 days/4 days/32 days,2026-03-18/2025-10-24/2025-12-04,5.5%,5.4%,0.1%,0.33,-0.44,0.8017/0.7795/0.8/0.7543/No Next Fib Ext Support/No Next Fib Ext Support,0.83/0.7543/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,0.81/0.82,69.23%/13/22 days (Across ALL Assets),38.1%/21/34 days (Across ALL Assets)
FRACTAL TRACK,"JETS, Short, 2025-10-16 (Price: 24.94)",No Exit Yet,"-0.0%, 5 days","89.23%, Past 5 years, 65","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-10-23 (Price: 24.94), 0.0% below",5 days,No Information,No Information,No Information,"61.8% (Price: 25.4975), 2.19% below, Upmove Break Below","2025-01-22 (Price: 26.405), 2025-08-01 (Price: 23.466)",No Information,6.46%/0.08%/3.31%,"11.2%, 8.69%",14 days/1 days/4 days,2025-11-05/2025-10-17/2025-10-21,10.92%,5.1%,5.82%,0.13,0.28,24.4487/24.1145/23.18/14.732/No Next Fib Ext Support/No Next Fib Ext Support,25.53/14.732/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,25.49/23.71,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets)
FRACTAL TRACK,"SONY, Short, 2025-10-16 (Price: 28.5)",No Exit Yet,"-0.74%, 5 days","88.33%, Past 5 years, 60","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-10-23 (Price: 28.71), 0.74% above",5 days,No Information,No Information,No Information,"88.6% (Price: 28.867), 0.54% below, Upmove Break Below","2025-08-15 (Price: 28.67), 2025-09-02 (Price: 27.08)",No Information,8.0%/1.05%/4.06%,"11.64%, 11.83%",33 days/1 days/6 days,2025-12-02/2025-10-17/2025-10-24,13.73%,5.1%,8.63%,0.23,0.47,28.2863/27.3429/27.55/14.992/26.0795/24.8529,30.1/14.992/26.0795/24.8529/No Fib Ret Level/No Fib Ret Level,28.74/25.44,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets)
FRACTAL TRACK,"^VIX, Short, 2025-09-30 (Price: 16.28)",No Exit Yet,"-6.27%, 17 days","87.5%, Past 35 years, 24","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-10-23 (Price: 17.3), 6.27% above",17 days,No Information,No Information,No Information,"88.6% (Price: 16.2641), 6.37% above, Upmove Break Below","2024-09-30 (Price: 10.62), 2025-06-30 (Price: 60.13)",No Information,33.76%/3.51%/16.23%,"107.76%, 33.76%",132 days/64 days/69 days,2026-04-09/2025-12-31/2026-01-07,11.36%,5.5%,5.86%,0.09,0.21,17.3936/13.6378/-13.43/11.665/No Next Fib Ext Support/No Next Fib Ext Support,22.28/11.665/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,16.57/19.35,No Data (Across ALL Assets),55.56%/18/83 days (Across ALL Assets)
FRACTAL TRACK,"GBPSGD=X, Short, 2025-10-23 (Price: 1.7293)",No Exit Yet,"-0.0%, 0 days","91.84%, Past 20 years, 49","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price > 1.7462 prior to 2025-10-24,"2025-10-23 (Price: 1.7293), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 1.7346), 0.31% below, Upmove Break Below","2025-04-06 (Price: 1.7308), 2025-08-03 (Price: 1.7255)",No Information,5.75%/0.36%/3.18%,"7.33%, 5.81%",284 days/4 days/72 days,2026-12-08/2025-10-28/2026-02-04,5.67%,5.4%,0.27%,0.5,-0.86,1.7143/1.6743/1.73/1.6718/No Next Fib Ext Support/No Next Fib Ext Support,1.74/1.6718/No Next Fib Ext Support/No Next Fib Ext Support/1.7681/1.7807,1.73/1.72,69.23%/13/22 days (Across ALL Assets),38.1%/21/34 days (Across ALL Assets)
FRACTAL TRACK,"^VIX, Short, 2025-10-23 (Price: 17.3)",No Exit Yet,"-0.0%, 0 days","87.5%, Past 35 years, 24","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price > 65.73 prior to 2025-12-31,"2025-10-23 (Price: 17.3), 0.0% below",0 days,No Information,No Information,No Information,"88.6% (Price: 44.7024), 61.3% below, Upmove Break Below","1997-12-31 (Price: 19.28), 2021-06-30 (Price: 28.93)",No Information,33.76%/3.51%/16.23%,"107.76%, 33.76%",132 days/64 days/69 days,2026-05-02/2026-01-23/2026-01-30,11.36%,5.5%,5.86%,0.09,0.21,18.4833/14.4922/11.51/11.665/15.5549/11.7677,22.28/11.665/15.5549/11.7677/45.6405/49.7582,16.57/19.35,No Data (Across ALL Assets),55.56%/18/83 days (Across ALL Assets)
FRACTAL TRACK,"BYDDY, Short, 2025-10-23 (Price: 13.41)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 15 years, 18","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 20.05 prior to 2025-10-31,"2025-10-23 (Price: 13.41), 0.0% below",0 days,No Information,No Information,No Information,"88.6% (Price: 13.3457), 0.48% above, Upmove Break Below","2022-07-31 (Price: 11.2883), 2022-10-31 (Price: 9.1033)",No Information,35.45%/3.52%/13.28%,"29.22%, 35.45%",108 days/21 days/35 days,2026-03-28/2025-11-22/2025-12-12,15.98%,5.4%,10.58%,0.53,0.4,13.4998/11.6292/12.1/7.1075/10.2889/7.0216,16.89/7.1075/10.2889/7.0216/13.66/12.152,13.94/15.16,50.0%/8/134 days (Across ALL Assets),50.0%/24/87 days (Across ALL Assets)
