Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2024-01-28 (Price: 298.04)",Weekly,No Price Target,No Date Target,2024-03-10 (Price: 307.01),"2025-10-31 (Price: 224.03), 24.83% below","93.33%, Past 10 years, 15",39.63%/44.65%,"-24.83%, 459 days",19.54%/0.37%/8.73%,326.026 (Historic Rise or Fall to Pivot)/324.0589 (Avg % Gain of Historic Winning trades)/330.76 (Exit Rule)/312.8053 (F-Stack 1)/367.2583 (F-Stack 2)/356.277016 (Backtested Best)/324.058892 (Backtested Avg),No Next Date Target,"3.01%, 29 days","Weekly, is CONFIRMED on 2024-01-26",Already confirmed,"2025-10-31 (Price: 224.03), 24.83% below",459 days,No Information,No Information,No Information,No Information,No Information,22.16% below/24.83% below/24.83% below,"14.84%, 50.63%",224 days/24 days/85 days,2024-12-17/2024-03-02/2024-05-30,10.46%,27.1%,-16.64%,0.99,0.99,326.026/324.0589/330.76/No Horizontal Resistance/312.8053/367.2583,232.14/166.48/229.0045/147.1212/No F-Track Level/No F-Track Level,270.49/247.92,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2024-01-24 (Price: 27.4)",Daily,No Price Target,No Date Target,2024-03-11 (Price: 27.95),"2025-10-31 (Price: 36.22), 32.19% above","100.0%, Past 4 years, 14",8.34%/12.42%,"32.19%, 462 days",6.97%/1.34%/3.81%,39.24 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2),No Next Date Target,"2.01%, 33 days","Daily, was CONFIRMED on 2024-01-24",Already confirmed,"2025-10-31 (Price: 36.22), 32.19% above",462 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 9.88%",53 days/1 days/17 days,2024-04-09/2024-01-25/2024-02-17,17.18%,-1.15%,18.33%,2.0,-0.07,29.6824/28.4439/29.06/39.24/40.717/51.346,26.98/25.6308/21.1884/14.0692/No F-Track Level/No F-Track Level,35.48/34.93,80.36%/112/11 days (Across ALL Assets),78.09%/470/11 days (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2024-01-22 (Price: 29.65)",Daily,No Price Target,No Date Target,2025-02-18 (Price: 38.14),"2025-10-31 (Price: 51.19), 72.65% above","100.0%, Past 5 years, 22",60.63%/79.81%,"72.65%, 464 days",28.63%/2.14%/10.45%,82.226 (F-Stack 1)/92.0468 (F-Stack 2),No Next Date Target,"28.63%, 281 days","Daily, was CONFIRMED on 2024-01-22",Already confirmed,"2025-10-31 (Price: 51.19), 72.65% above",464 days,No Information,No Information,No Information,"78.6% (Price: 29.6883), 72.42% above, Upmove Bounce Back","2023-10-27 (Price: 28.92), 2023-11-28 (Price: 32.51)",No Information,"-0.0%, 16.26%",401 days/11 days/115 days,2025-08-24/2024-02-06/2024-07-06,16.41%,10.39%,6.02%,0.54,0.41,30.833/32.7484/31.8/45.46/82.226/92.0468,29.36/28.635/27.0974/22.6577/No F-Track Level/No F-Track Level,53.61/47.18,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2024-01-21 (Price: 99.21)",Weekly,194.1559 (F-Stack 2),No Date Target,2024-03-17 (Price: 105.32),"2025-10-31 (Price: 182.31), 83.76% above","100.0%, Past 10 years, 9",No Next Target,"83.76%, 464 days",12.93%/1.23%/9.34%,No Next Target,No Next Date Target,"6.16%, 39 days","Weekly, is CONFIRMED on 2024-01-19",Already confirmed,"2025-10-31 (Price: 182.31), 83.76% above",464 days,No Information,No Information,No Information,No Information,No Information,93.35% above/83.76% above/83.76% above,"0%, 8.69%",94 days/19 days/47 days,2024-06-05/2024-02-17/2024-03-29,10.54%,27.51%,-16.97%,2.06,1.21,117.7226/108.4762/126.07/No Horizontal Resistance/132.3972/194.1559,90.0/43.575/94.2286/70.6386/No F-Track Level/No F-Track Level,97.16/90.23,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2024-01-21 (Price: 287.79)",Weekly,No Price Target,No Date Target,2024-03-03 (Price: 311.79),"2025-10-31 (Price: 224.03), 22.16% below","93.33%, Past 10 years, 15",39.63%/39.68%,"-22.16%, 464 days",19.54%/0.37%/8.73%,314.8135 (Historic Rise or Fall to Pivot)/312.9141 (Avg % Gain of Historic Winning trades)/353.93 (Exit Rule)/312.8053 (F-Stack 1)/367.2583 (F-Stack 2)/344.02416600000004 (Backtested Best)/312.914067 (Backtested Avg),No Next Date Target,"8.34%, 29 days","Weekly, is CONFIRMED on 2024-01-19",Already confirmed,"2025-10-31 (Price: 224.03), 22.16% below",464 days,No Information,No Information,No Information,No Information,No Information,22.16% below/22.16% below/22.16% below,"14.84%, 50.63%",224 days/24 days/85 days,2024-12-10/2024-02-24/2024-05-23,10.46%,27.1%,-16.64%,0.99,0.99,314.8135/312.9141/353.93/No Horizontal Resistance/312.8053/367.2583,232.14/166.48/229.0045/147.1212/No F-Track Level/No F-Track Level,265.57/246.01,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2024-01-14 (Price: 169.22)",Weekly,No Price Target,No Date Target,2024-03-03 (Price: 176.69),"2025-10-31 (Price: 134.49), 20.52% below","91.67%, Past 10 years, 12",33.23%/33.23%,"-20.52%, 469 days",9.49%/1.53%/5.89%,179.1871 (Avg % Gain of Historic Winning trades)/199.41 (Exit Rule)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/185.278978 (Backtested Best)/179.18705799999998 (Backtested Avg),No Next Date Target,"4.41%, 34 days","Weekly, is CONFIRMED on 2024-01-12",Already confirmed,"2025-10-31 (Price: 134.49), 20.52% below",469 days,No Information,No Information,No Information,No Information,No Information,20.52% below/20.52% below/20.52% below,"24.92%, 28.98%",349 days/24 days/106 days,2025-06-02/2024-02-17/2024-06-15,5.69%,9.34%,-3.65%,0.34,0.37,177.461/179.1871/199.41/No Horizontal Resistance/218.156/349.4971,145.05/127.3443/136.9828/86.815/No F-Track Level/No F-Track Level,159.81/156.28,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2024-01-09 (Price: 96.43)",Daily,194.1559 (F-Stack 2)/189.29209000000003 (Backtested Best),No Date Target,2025-06-19 (Price: 189.29),"2025-10-31 (Price: 182.31), 89.06% above","88.89%, Past 5 years, 27",No Next Target,"89.06%, 473 days",96.3%/4.06%/27.18%,No Next Target,No Next Date Target,"96.3%, 377 days","Daily, was CONFIRMED on 2024-01-09",Already confirmed,"2025-10-31 (Price: 182.31), 89.06% above",473 days,No Information,No Information,No Information,"38.2% (Price: 95.0792), 91.75% above, Upmove Bounce Back","2023-08-15 (Price: 84.19), 2023-12-06 (Price: 101.81)",No Information,"4.51%, 11.99%",453 days/25 days/173 days,2025-10-26/2024-02-14/2024-09-15,34.78%,30.51%,4.27%,0.37,1.41,99.2554/122.6397/107.0/No Horizontal Resistance/132.3972/194.1559,90.0/43.575/94.2286/70.6386/No F-Track Level/No F-Track Level,184.95/171.95,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
BAND MATRIX,"KXS.TO, Long, 2024-01-03 (Price: 139.02)",Daily,No Price Target,No Date Target,2024-02-06 (Price: 158.05),"2025-10-31 (Price: 169.84), 22.17% above","70.0%, Past 5 years, 10",31.06%/33.06%,"22.17%, 477 days",14.12%/3.05%/10.13%,225.9867 (Horizontal)/222.5978 (F-Stack 1)/243.8843 (F-Stack 2),No Next Date Target,"13.69%, 24 days","Daily, was CONFIRMED on 2024-01-03",No Cancellation Possible,"2025-10-31 (Price: 169.84), 22.17% above",477 days,No Information,No Information,No Information,No Information,No Information,No Information,"20.1%, 36.4%",191 days/24 days/76 days,2024-10-05/2024-02-06/2024-04-22,3.84%,0.27%,3.57%,0.17,0.07,150.7672/153.1027/151.93/225.9867/222.5978/243.8843,131.12/71.78/123.9058/118.5983/No F-Track Level/No F-Track Level,183.22/182.79,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
SIGMASHELL,"SJ.TO, Long, 2024-01-03 (Price: 75.82)",Daily,No Price Target,No Date Target,2024-05-01 (Price: 80.0),"2025-10-31 (Price: 79.61), 5.0% above","75.0%, Past 5 years, 8",19.35%,"5.0%, 477 days",8.28%/0.77%/5.73%,95.0177 (F-Stack 2),No Next Date Target,"5.51%, 85 days","Daily, was CONFIRMED on 2024-01-03",Already confirmed,"2025-10-31 (Price: 79.61), 5.0% above",477 days,"-4.35, 72.5",No Information,No Information,No Information,No Information,No Information,"5.74%, 16.32%",137 days/40 days/78 days,2024-07-19/2024-02-29/2024-04-24,7.44%,11.37%,-3.93%,0.58,0.42,77.6321/80.1645/87.8633/No Horizontal Resistance/87.8633/95.0177,72.78/35.95/66.807/60.0601/No F-Track Level/No F-Track Level,79.07/74.45,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2023-12-31 (Price: 248.48)",Weekly,490.132 (F-Stack 2),No Date Target,2024-08-11 (Price: 200.0),"2025-10-31 (Price: 456.56), 83.74% above","80.77%, Past 15 years, 26",387.42%/387.42%,"83.74%, 479 days",6815.74%/3.94%/795.6%,2225.3869 (Avg % Gain of Historic Winning trades)/17184.230752 (Backtested Best)/2225.3868799999996 (Backtested Avg),2033-03-04 (Farthest)/2026-12-01 (Avg),"-19.51%, 159 days","Weekly, was CONFIRMED on 2023-12-31",Already confirmed,"2025-10-31 (Price: 456.56), 83.74% above",479 days,No Information,No Information,No Information,"38.2% (Price: 223.8526), 103.96% above, Upmove Bounce Back","2023-01-08 (Price: 101.81), 2023-07-23 (Price: 299.29)",No Information,"19.51%, 72.25%",2314 days/94 days/736 days,2033-03-04/2024-05-15/2026-12-01,76.69%,43.88%,32.81%,0.34,1.14,356.867/2225.3869/366.97/408.5817/413.6779/490.132,207.3/181.0784/209.0113/167.2494/No F-Track Level/No F-Track Level,410.64/337.05,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2023-12-31 (Price: 193.73)",Monthly,No Price Target,No Date Target,2024-05-31 (Price: 234.54),"2025-10-31 (Price: 214.84), 10.9% above","75.0%, Past 20 years, 4",36.49%,"10.9%, 479 days",32.32%/8.14%/19.92%,293.2329 (F-Stack 2),No Next Date Target,"21.07%, 109 days","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-10-31 (Price: 214.84), 10.9% above",479 days,No Information,No Information,No Information,No Information,No Information,13.32% above/10.9% above/10.9% above,"13.76%, 18.1%",413 days/152 days/246 days,2025-08-20/2024-08-07/2024-12-21,8.69%,11.09%,-2.4%,0.62,0.5,212.115/232.321/213.73/No Horizontal Resistance/193.124/293.2329,166.11/92.7882/131.2534/93.0152/No F-Track Level/No F-Track Level,183.59/177.69,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
FRACTAL TRACK,"TRI.TO, Long, 2023-12-31 (Price: 193.73)",Monthly,No Price Target,2025-11-22 (Earliest),2025-10-31 (Price: 214.84) (Today),"2025-10-31 (Price: 214.84), 10.9% above","100.0%, Past 23 years, 7",34.67%/34.67%,"10.9%, 479 days",73.06%/34.98%/49.34%,289.3164 (Avg % Gain of Historic Winning trades)/293.2329 (F-Stack 2)/335.26913799999994 (Backtested Best)/289.316382 (Backtested Avg),2027-03-09 (Farthest)/2025-11-22 (Earliest)/2026-06-30 (Avg),"10.9%, 479 days","Monthly, was CONFIRMED on 2023-12-31",Already confirmed,"2025-10-31 (Price: 214.84), 10.9% above",479 days,No Information,No Information,No Information,"38.2% (Price: 163.4066), 31.48% above, Upmove Bounce Back","2022-05-31 (Price: 123.811), 2023-04-30 (Price: 187.8816)",No Information,"-0.0%, 19.73%",804 days/478 days/630 days,2027-03-09/2025-11-22/2026-06-30,13.67%,11.09%,2.58%,0.66,0.5,218.4887/289.3164/232.17/No Horizontal Resistance/193.124/293.2329,166.11/92.7882/131.2534/93.0152/No F-Track Level/No F-Track Level,227.71/249.35,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
FRACTAL TRACK,"KXS.TO, Long, 2023-12-22 (Price: 151.01)",Daily,No Price Target,No Date Target,2024-01-29 (Price: 165.31),"2025-10-31 (Price: 169.84), 12.47% above","96.3%, Past 5 years, 27",24.79%/31.06%,"12.47%, 485 days",40.35%/1.04%/13.21%,225.9867 (Horizontal)/222.5978 (F-Stack 1)/243.8843 (F-Stack 2)/211.942535 (Backtested Best),2027-04-18 (Farthest),"9.47%, 26 days","Daily, was CONFIRMED on 2023-12-22",Already confirmed,"2025-10-31 (Price: 169.84), 12.47% above",485 days,No Information,No Information,No Information,"23.66% (Price: 150.3525), 12.96% above, Upmove Bounce Back","2023-10-27 (Price: 129.13), 2023-12-04 (Price: 156.93)",No Information,"4.03%, 31.14%",838 days/11 days/161 days,2027-04-18/2024-01-06/2024-08-11,17.68%,0.25%,17.43%,0.32,0.07,152.1124/170.9584/167.69/225.9867/222.5978/243.8843,148.47/71.78/123.9058/118.5983/No F-Track Level/No F-Track Level,183.22/182.79,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2023-12-19 (Price: 93.14)",Daily,194.1559 (F-Stack 2)/182.83382 (Backtested Best),No Date Target,2024-03-05 (Price: 102.77),"2025-10-31 (Price: 182.31), 95.74% above","88.89%, Past 5 years, 27",No Next Target,"95.74%, 488 days",96.3%/4.06%/27.18%,No Next Target,No Next Date Target,"10.34%, 55 days","Daily, was CONFIRMED on 2023-12-19",Already confirmed,"2025-10-31 (Price: 182.31), 95.74% above",488 days,No Information,No Information,No Information,"50% (Price: 91.31), 99.66% above, Upmove Bounce Back","2023-06-07 (Price: 80.81), 2023-12-06 (Price: 101.81)",No Information,"4.51%, 11.99%",453 days/25 days/173 days,2025-10-05/2024-01-24/2024-08-25,34.78%,30.51%,4.27%,0.37,1.41,95.869/118.4555/105.74/No Horizontal Resistance/132.3972/194.1559,90.0/43.575/70.6386/455.769/No F-Track Level/No F-Track Level,184.95/171.95,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
BAND MATRIX,"SJ.TO, Long, 2023-12-18 (Price: 74.02)",Daily,No Price Target,No Date Target,2024-01-26 (Price: 80.0),"2025-10-31 (Price: 79.61), 7.55% above","75.0%, Past 5 years, 8",19.35%,"7.55%, 489 days",23.09%/7.4%/14.06%,95.0177 (F-Stack 2),No Next Date Target,"8.08%, 29 days","Daily, was CONFIRMED on 2023-12-18",No Cancellation Possible,"2025-10-31 (Price: 79.61), 7.55% above",489 days,No Information,No Information,No Information,No Information,No Information,No Information,"13.59%, 37.19%",103 days/18 days/63 days,2024-05-15/2024-01-13/2024-03-18,11.95%,11.37%,0.58%,0.6,0.42,77.2177/84.4272/80.82/No Horizontal Resistance/87.8633/95.0177,72.78/35.95/66.807/60.0601/No F-Track Level/No F-Track Level,79.07/74.45,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
FRACTAL TRACK,"ATD.TO, Long, 2023-12-18 (Price: 74.74)",Daily,No Price Target,No Date Target,2024-01-29 (Price: 80.02),"2025-10-31 (Price: 71.28), 4.63% below","97.78%, Past 5 years, 45",19.8%/34.88%,"-4.63%, 489 days",11.01%/0.48%/6.17%,85.3936 (F-Stack 1)/96.14 (F-Stack 2),No Next Date Target,"7.06%, 30 days","Daily, was CONFIRMED on 2023-12-18",Already confirmed,"2025-10-31 (Price: 71.28), 4.63% below",489 days,No Information,No Information,No Information,"38.2% (Price: 73.7898), 3.4% below, Upmove Bounce Back","2023-06-26 (Price: 63.29), 2023-11-23 (Price: 80.28)",No Information,"0.18%, 13.54%",127 days/13 days/54 days,2024-06-18/2024-01-05/2024-03-05,19.96%,10.34%,9.62%,0.53,0.39,75.2482/79.3515/84.93/No Horizontal Resistance/85.3936/96.14,74.28/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level,72.8/71.85,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
TRENDPULSE,"INDY, Long, 2023-12-17 (Price: 48.8)",Weekly,No Price Target,No Date Target,2024-02-25 (Price: 50.69),"2025-10-31 (Price: 52.98), 8.57% above","80.0%, Past 10 years, 15",10.1%/14.98%,"8.57%, 489 days",10.32%/0.8%/5.16%,58.3297 (F-Stack 1)/60.9145 (F-Stack 2),No Next Date Target,"3.87%, 49 days","Weekly, is CONFIRMED on 2023-12-15",Already confirmed,"2025-10-31 (Price: 52.98), 8.57% above",489 days,No Information,No Information,No Information,No Information,No Information,10.7% above/8.57% above/8.57% above,"18.76%, 40.6%",289 days/24 days/81 days,2025-02-07/2024-01-20/2024-04-12,3.46%,3.49%,-0.03%,0.25,0.06,50.9472/51.3181/52.29/No Horizontal Resistance/58.3297/60.9145,43.67/33.44/48.7816/37.969/No F-Track Level/No F-Track Level,45.73/44.23,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2023-12-17 (Price: 161.01)",Weekly,No Price Target,No Date Target,2024-01-14 (Price: 169.22),"2025-10-31 (Price: 134.49), 16.47% below","91.67%, Past 10 years, 12",62.21%/159.87%,"-16.47%, 489 days",9.49%/1.53%/5.89%,218.156 (F-Stack 1)/349.4971 (F-Stack 2),No Next Date Target,"5.1%, 19 days","Weekly, is CONFIRMED on 2023-12-15",Already confirmed,"2025-10-31 (Price: 134.49), 16.47% below",489 days,No Information,No Information,No Information,No Information,No Information,16.06% below/16.47% below/16.47% below,"24.92%, 28.98%",349 days/24 days/106 days,2025-05-05/2024-01-20/2024-05-18,5.69%,9.34%,-3.65%,0.34,0.37,168.8512/170.4935/164.3/168.648/218.156/349.4971,145.05/125.9933/136.9828/86.815/No F-Track Level/No F-Track Level,153.12/155.68,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
BAND MATRIX,"DOL.TO, Long, 2023-12-15 (Price: 90.0)",Daily,194.1559 (F-Stack 2),No Date Target,2024-02-14 (Price: 102.83),"2025-10-31 (Price: 182.31), 102.57% above","100.0%, Past 5 years, 12",No Next Target,"102.57%, 490 days",39.41%/3.85%/14.87%,No Next Target,No Next Date Target,"14.26%, 43 days","Daily, was CONFIRMED on 2023-12-15",No Cancellation Possible,"2025-10-31 (Price: 182.31), 102.57% above",490 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 14.27%",230 days/21 days/78 days,2024-11-12/2024-01-14/2024-04-05,38.8%,30.21%,8.59%,1.36,1.4,99.918/103.383/101.65/No Horizontal Resistance/132.3972/194.1559,85.2/43.575/70.6386/294.0831/No F-Track Level/No F-Track Level,184.95/171.95,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2023-12-10 (Price: 32.27)",Weekly,No Price Target,No Date Target,2024-01-14 (Price: 32.79),"2025-10-31 (Price: 36.22), 12.24% above","82.35%, Past 10 years, 17",8.34%/12.42%,"12.24%, 494 days",12.46%/1.61%/7.31%,39.24 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2),No Next Date Target,"1.61%, 24 days","Weekly, is CONFIRMED on 2023-12-08",Already confirmed,"2025-10-31 (Price: 36.22), 12.24% above",494 days,No Information,No Information,No Information,No Information,No Information,19.32% above/12.24% above/12.24% above,"17.27%, 33.22%",224 days/19 days/62 days,2024-10-29/2024-01-06/2024-03-08,5.77%,9.18%,-3.41%,0.4,0.33,34.929/34.6289/33.52/39.24/40.717/51.346,28.16/25.6308/21.1884/14.0692/No F-Track Level/No F-Track Level,29.31/32.14,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2023-12-07 (Price: 92.35)",Daily,No Price Target,No Date Target,2024-03-11 (Price: 112.31),"2025-10-31 (Price: 112.62), 21.95% above","100.0%, Past 5 years, 21",49.58%/84.28%,"21.95%, 496 days",9.42%/0.38%/4.2%,168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2),No Next Date Target,"21.61%, 67 days","Daily, was CONFIRMED on 2023-12-07",Already confirmed,"2025-10-31 (Price: 112.62), 21.95% above",496 days,No Information,No Information,No Information,"38.2% (Price: 89.718), 25.53% above, Upmove Bounce Back","2023-10-04 (Price: 78.73), 2023-11-24 (Price: 96.51)",No Information,"-0.0%, 6.11%",32 days/11 days/18 days,2024-01-22/2023-12-22/2024-01-02,7.3%,-1.96%,9.26%,0.25,-0.06,92.2576/96.2287/103.02/168.455/207.5364/245.6322,90.79/78.9/88.5027/59.3619/No F-Track Level/No F-Track Level,114.13/110.06,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
BAND MATRIX,"ATD.TO, Long, 2023-12-01 (Price: 76.93)",Daily,No Price Target,No Date Target,2024-03-06 (Price: 83.57),"2025-10-31 (Price: 71.28), 7.34% below","80.0%, Past 5 years, 10",19.8%/28.66%,"-7.34%, 500 days",19.21%/0.22%/9.13%,85.3936 (F-Stack 1)/96.14 (F-Stack 2)/91.708253 (Backtested Best),No Next Date Target,"8.63%, 68 days","Daily, was CONFIRMED on 2023-12-01",No Cancellation Possible,"2025-10-31 (Price: 71.28), 7.34% below",500 days,No Information,No Information,No Information,No Information,No Information,No Information,"9.62%, 20.63%",173 days/24 days/80 days,2024-08-07/2024-01-04/2024-03-25,12.48%,10.16%,2.32%,0.63,0.39,79.3995/83.9537/81.68/No Horizontal Resistance/85.3936/96.14,76.23/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level,72.8/71.85,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
TRENDPULSE,"DIS, Long, 2023-11-30 (Price: 92.69)",Monthly,No Price Target,No Date Target,2024-05-31 (Price: 103.91),"2025-10-31 (Price: 112.62), 21.5% above","100.0%, Past 20 years, 5",23.05%/49.58%,"21.5%, 501 days",19.52%/4.72%/14.14%,138.58 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2),No Next Date Target,"12.1%, 131 days","Monthly, is CONFIRMED on 2023-11-30",Already confirmed,"2025-10-31 (Price: 112.62), 21.5% above",501 days,No Information,No Information,No Information,No Information,No Information,38.03% above/21.5% above/21.5% above,"0%, 31.05%",414 days/108 days/195 days,2025-07-21/2024-05-04/2024-09-07,7.45%,4.51%,2.94%,2.41,0.15,98.9651/105.7964/138.58/168.455/207.5364/245.6322,81.05/78.9/88.5027/59.3619/No F-Track Level/No F-Track Level,85.63/90.55,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
DELTADRIFT,"XLE, Long, 2023-11-13 (Price: 84.01)",Daily,No Price Target,No Date Target,2023-12-26 (Price: 85.71),"2025-10-31 (Price: 88.13), 4.9% above","100.0%, Past 4 years, 11",21.28%/33.6%,"4.9%, 514 days",4.81%/1.81%/2.96%,106.8857 (F-Stack 1)/117.7423 (F-Stack 2),No Next Date Target,"2.02%, 31 days","Daily, was CONFIRMED on 2023-11-13",Already confirmed,"2025-10-31 (Price: 88.13), 4.9% above",514 days,No Information,No Information,No Information,No Information,No Information,No Information,"0%, 11.71%",42 days/1 days/12 days,2024-01-12/2023-11-14/2023-11-30,15.93%,16.08%,-0.15%,3.07,0.61,88.3533/86.4967/87.43/93.715/106.8857/117.7423,82.5/46.09/74.1414/53.9043/No F-Track Level/No F-Track Level,88.46/86.97,80.36%/112/11 days (Across ALL Assets),78.09%/470/11 days (Across ALL Assets)
