Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Max Drawdown [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",2025-10-09 (Price: 610.7) (Today),"7.07%, 28 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-09 (Price: 610.7), 7.07% above",28 days,No Information,No Information,No Information,No Information,No Information,7.07% above/7.07% above/7.07% above,26.83%/2.45%/11.5%,"0%, 13.09%",369 days/11 days/167 days,2027-02-16/2025-09-15/2026-04-29,8.54%,7.66%,0.88%,1.61,0.27,659.3824/635.996/735.71/No Horizontal Resistance/610.7303/836.2536,468.92/256.995/563.3658/526.8888/No Fib Ret Level/No Fib Ret Level,561.66/518.49,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"IEI, Long, 2025-08-31 (Price: 119.69)",2025-10-09 (Price: 119.29) (Today),"-0.33%, 28 days","85.71%, Past 10 years, 7","Weekly, is CONFIRMED on 2025-08-29",Already confirmed,"2025-10-09 (Price: 119.29), 0.33% below",28 days,No Information,No Information,No Information,No Information,No Information,0.04% above/0.33% below/0.33% below,2.09%/0.52%/1.44%,"2.59%, 4.67%",289 days/24 days/117 days,2026-10-23/2025-10-04/2026-02-16,3.2%,0.13%,3.07%,0.5,-1.17,120.9827/121.4135/121.15/130.446/No Next Fib Ext/No Next Fib Ext,117.11/113.0583/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,118.6/117.32,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"IEI, Long, 2024-08-31 (Price: 118.72)",2025-10-09 (Price: 119.29) (Today),"0.48%, 288 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-10-09 (Price: 119.29), 0.48% above",288 days,No Information,No Information,No Information,No Information,No Information,1.38% above/0.48% above/0.48% above,2.72%/1.13%/1.88%,"15.13%, 15.6%",304 days/109 days/203 days,2025-11-14/2025-02-04/2025-06-21,2.21%,0.97%,1.24%,-0.2,-0.87,121.6286/120.9519/124.14/133.2183/No Next Fib Ext/No Next Fib Ext,112.29/112.768/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,117.24/115.83,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"CAD=X, Long, 2025-07-20 (Price: 1.3736)",2025-10-09 (Price: 1.3955) (Today),"1.59%, 58 days","72.41%, Past 10 years, 29","Weekly, is CONFIRMED on 2025-07-18",Already confirmed,"2025-10-09 (Price: 1.3955), 1.59% above",58 days,No Information,No Information,No Information,No Information,No Information,2.81% above/1.59% above/1.59% above,8.62%/0.73%/2.73%,"7.3%, 12.49%",334 days/19 days/95 days,2026-11-15/2025-08-16/2025-12-04,-0.59%,1.92%,-2.51%,0.22,-0.31,1.3754/1.4111/1.42/1.3894/No Next Fib Ext/No Next Fib Ext,1.36/1.2341/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,1.37/1.4,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"CAD=X, Long, 2024-12-29 (Price: 1.441)",2025-10-09 (Price: 1.3955) (Today),"-3.16%, 203 days","72.41%, Past 10 years, 29","Weekly, is CONFIRMED on 2024-12-27",Already confirmed,"2025-10-09 (Price: 1.3955), 3.16% below",203 days,No Information,No Information,No Information,No Information,No Information,3.16% below/3.16% below/3.16% below,8.62%/0.73%/2.73%,"7.3%, 12.49%",334 days/19 days/95 days,2026-04-26/2025-01-25/2025-05-15,-0.59%,1.92%,-2.51%,0.22,-0.31,1.4429/1.4803/1.48/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,1.35/1.2341/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,1.41/1.38,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-04-30 (Price: 36.345)",2025-10-09 (Price: 34.77) (Today),"-4.33%, 116 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-04-30",Already confirmed,"2025-10-09 (Price: 34.77), 4.33% below",116 days,No Information,No Information,No Information,No Information,No Information,4.33% below/4.33% below/4.33% below,71.58%/7.1%/29.77%,"2.75%, 63.31%",782 days/109 days/396 days,2028-06-05/2025-10-04/2026-11-24,8.0%,17.0%,-9.0%,0.78,0.59,40.5538/47.1649/45.15/39.24/40.717/47.4928,26.75/25.82/32.7076/21.1884/No Fib Ret Level/No Fib Ret Level,32.42/31.43,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",2025-10-09 (Price: 227.74) (Today),"3.81%, 202 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2024-12-31",Already confirmed,"2025-10-09 (Price: 227.74), 3.81% above",202 days,No Information,No Information,No Information,No Information,No Information,9.55% above/3.81% above/3.81% above,51.52%/0.95%/30.06%,"0%, 23.74%",433 days/11 days/226 days,2026-09-19/2025-01-15/2025-11-23,12.8%,20.63%,-7.83%,1.54,0.65,263.8384/285.3386/295.59/No Horizontal Resistance/213.1321/231.81,84.0/81.3658/193.0625/132.2674/No Fib Ret Level/No Fib Ret Level,209.85/189.74,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-01-31 (Price: 167.69)",2025-10-09 (Price: 232.89) (Today),"38.88%, 441 days","81.82%, Past 20 years, 11","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2025-10-09 (Price: 232.89), 38.88% above",441 days,No Information,No Information,No Information,No Information,No Information,57.99% above/38.88% above/38.88% above,157.84%/42.09%/87.28%,"11.47%, 58.95%",653 days/109 days/231 days,2026-09-02/2024-07-06/2024-12-30,19.99%,7.61%,12.38%,1.41,0.41,321.1599/314.0498/173.28/No Horizontal Resistance/170.075/187.3421,60.06/27.54/140.6278/116.4823/No Fib Ret Level/No Fib Ret Level,142.56/116.01,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2025-09-14 (Price: 33.67)",2025-10-09 (Price: 33.97) (Today),"0.89%, 18 days","80.0%, Past 10 years, 5","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-09 (Price: 33.97), 0.89% above",18 days,No Information,No Information,No Information,No Information,No Information,9.33% above/0.89% above/0.89% above,16.57%/13.17%/15.22%,"14.29%, 34.19%",79 days/39 days/60 days,2026-01-06/2025-11-09/2025-12-09,7.46%,4.7%,2.76%,0.46,0.26,35.8417/38.7946/38.61/92.73/97.2627/102.2552,30.91/24.07/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,32.05/35.72,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"PFE, Long, 2025-08-17 (Price: 25.14)",2025-10-09 (Price: 25.24) (Today),"0.4%, 38 days","85.71%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-08-15",Already confirmed,"2025-10-09 (Price: 25.24), 0.4% above",38 days,No Information,No Information,No Information,No Information,No Information,2.69% above/0.4% above/0.4% above,20.77%/0.69%/7.46%,"6.51%, 19.5%",304 days/19 days/78 days,2026-10-31/2025-09-13/2025-12-07,8.51%,2.67%,5.84%,0.88,0.03,27.2316/27.0154/27.62/55.39/66.4672/73.1352,23.49/24.95/21.508/20.5265/No Fib Ret Level/No Fib Ret Level,24.54/25.09,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"PFE, Long, 2025-07-13 (Price: 25.65)",2025-10-09 (Price: 25.24) (Today),"-1.6%, 63 days","85.71%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-07-11",Already confirmed,"2025-10-09 (Price: 25.24), 1.6% below",63 days,No Information,No Information,No Information,No Information,No Information,0.55% below/1.6% below/1.6% below,20.77%/0.69%/7.46%,"6.51%, 19.5%",304 days/19 days/78 days,2026-09-26/2025-08-09/2025-11-02,8.51%,2.67%,5.84%,0.88,0.03,27.7841/27.5635/27.4/55.39/66.4672/73.1352,21.91/25.244/21.508/20.5265/No Fib Ret Level/No Fib Ret Level,23.89/25.65,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"PFE, Long, 2025-03-02 (Price: 26.43)",2025-10-09 (Price: 25.24) (Today),"-4.5%, 158 days","85.71%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-10-09 (Price: 25.24), 4.5% below",158 days,No Information,No Information,No Information,No Information,No Information,1.14% below/4.5% below/4.5% below,20.77%/0.69%/7.46%,"6.51%, 19.5%",304 days/19 days/78 days,2026-05-16/2025-03-29/2025-06-22,8.51%,2.67%,5.84%,0.88,0.03,28.629/28.4017/31.29/55.39/66.4672/73.1352,25.53/25.2625/21.508/20.5265/No Fib Ret Level/No Fib Ret Level,26.3/27.82,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"PFE, Long, 2024-12-29 (Price: 26.62)",2025-10-09 (Price: 25.24) (Today),"-5.18%, 203 days","85.71%, Past 10 years, 14","Weekly, is CONFIRMED on 2024-12-27",Already confirmed,"2025-10-09 (Price: 25.24), 5.18% below",203 days,No Information,No Information,No Information,No Information,No Information,4.25% below/5.18% below/5.18% below,20.77%/0.69%/7.46%,"6.51%, 19.5%",304 days/19 days/78 days,2026-03-14/2025-01-25/2025-04-20,8.51%,2.67%,5.84%,0.88,0.03,28.8348/28.6059/38.98/55.39/66.4672/73.1352,24.8/24.84/21.508/20.5265/No Fib Ret Level/No Fib Ret Level,26.67/27.95,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-09-26 (Price: 91.99)",2025-10-09 (Price: 87.76) (Today),"-4.6%, 9 days","75.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-26",Already confirmed,"2025-10-09 (Price: 87.76), 4.6% below",9 days,No Information,No Information,No Information,No Information,No Information,3.72% below/4.6% below/4.6% below,7.08%/0.4%/4.08%,"17.64%, 40.87%",27 days/4 days/11 days,2025-11-04/2025-10-01/2025-10-11,5.04%,6.12%,-1.08%,0.11,0.24,95.5408/95.7432/94.32/98.445/106.8857/117.7423,87.67/45.695/89.0231/74.1414/No Fib Ret Level/No Fib Ret Level,87.52/86.91,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-09-17 (Price: 89.99)",2025-10-09 (Price: 87.76) (Today),"-2.48%, 16 days","75.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-10-09 (Price: 87.76), 2.48% below",16 days,No Information,No Information,No Information,No Information,No Information,2.48% below/2.48% below/2.48% below,7.08%/0.4%/4.08%,"17.64%, 40.87%",27 days/4 days/11 days,2025-10-26/2025-09-22/2025-10-02,5.04%,6.12%,-1.08%,0.11,0.24,93.4636/93.6616/94.81/98.445/106.8857/117.7423,87.16/45.695/89.0231/74.1414/No Fib Ret Level/No Fib Ret Level,87.23/87.04,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-09-02 (Price: 90.52)",2025-10-09 (Price: 87.76) (Today),"-3.05%, 27 days","75.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-10-09 (Price: 87.76), 3.05% below",27 days,No Information,No Information,No Information,No Information,No Information,2.38% below/3.05% below/3.05% below,7.08%/0.4%/4.08%,"17.64%, 40.87%",27 days/4 days/11 days,2025-10-11/2025-09-07/2025-09-17,5.04%,6.12%,-1.08%,0.11,0.24,94.0141/94.2132/94.21/98.445/106.8857/117.7423,84.25/45.695/89.0231/74.1414/No Fib Ret Level/No Fib Ret Level,86.64/87.42,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"^NSEI, Long, 2025-10-03 (Price: 24894.25)",2025-10-09 (Price: 25181.8008) (Today),"1.16%, 4 days","100.0%, Past 4 years, 9","Daily, is CONFIRMED on 2025-10-03",Already confirmed,"2025-10-09 (Price: 25181.8008), 1.16% above",4 days,No Information,No Information,No Information,No Information,No Information,1.16% above/1.16% above/1.16% above,4.36%/1.03%/1.92%,"0%, 6.9%",20 days/4 days/9 days,2025-10-31/2025-10-08/2025-10-16,8.29%,14.63%,-6.34%,1.7,0.7,26089.174/25372.2196/25025.14/25973.3496/No Next Fib Ext/No Next Fib Ext,24611.1/15428.8669/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,24839.56/24164.03,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-09-21 (Price: 148.53)",2025-10-09 (Price: 144.98) (Today),"-2.39%, 13 days","78.95%, Past 10 years, 19","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 144.98), 2.39% below",13 days,No Information,No Information,No Information,No Information,No Information,2.39% below/2.39% below/2.39% below,19.05%/2.64%/11.09%,"25.2%, 48.8%",219 days/24 days/58 days,2026-08-04/2025-10-25/2025-12-14,7.94%,11.67%,-3.73%,0.41,0.41,157.8577/165.002/187.3/No Horizontal Resistance/146.152/178.0989,82.12/48.855/125.9496/92.3678/No Fib Ret Level/No Fib Ret Level,133.93/111.59,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-09-30 (Price: 155.74)",2025-10-09 (Price: 144.98) (Today),"-6.91%, 7 days","70.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-10-09 (Price: 144.98), 6.91% below",7 days,No Information,No Information,No Information,No Information,No Information,14.41% above/6.91% below/6.91% below,50.73%/14.74%/29.84%,"32.86%, 44.83%",325 days/99 days/172 days,2027-01-13/2026-02-20/2026-06-06,7.15%,18.86%,-11.71%,0.54,0.59,206.4957/202.2128/209.37/No Horizontal Resistance/146.152/178.0989,55.12/48.855/125.9496/92.3678/No Fib Ret Level/No Fib Ret Level,137.75/113.78,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2025-08-17 (Price: 231.59)",2025-10-09 (Price: 254.04) (Today),"9.69%, 38 days","87.5%, Past 10 years, 8","Weekly, is CONFIRMED on 2025-08-15",Already confirmed,"2025-10-09 (Price: 254.04), 9.69% above",38 days,No Information,No Information,No Information,No Information,No Information,10.77% above/9.69% above/9.69% above,18.76%/0.65%/11.8%,"5.42%, 26.3%",119 days/24 days/53 days,2026-02-05/2025-09-20/2025-11-01,10.27%,22.37%,-12.1%,1.2,0.83,267.5328/258.9176/238.34/237.36/294.7231/309.0801,188.38/136.57/189.8723/119.0319/No Fib Ret Level/No Fib Ret Level,209.59/221.05,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2024-09-29 (Price: 39.9)",2025-10-09 (Price: 33.97) (Today),"-14.86%, 268 days","80.0%, Past 10 years, 5","Weekly, is CONFIRMED on 2024-09-27",Already confirmed,"2025-10-09 (Price: 33.97), 14.86% below",268 days,No Information,No Information,No Information,No Information,No Information,18.98% above/14.86% below/14.86% below,16.57%/13.17%/15.22%,"14.29%, 34.19%",79 days/39 days/60 days,2025-01-21/2024-11-24/2024-12-24,7.46%,4.7%,2.76%,0.46,0.26,42.4735/45.9728/51.38/92.73/103.1027/108.0778,25.16/24.07/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,27.38/27.07,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2025-08-31 (Price: 229.0)",2025-10-09 (Price: 227.74) (Today),"-0.55%, 28 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-09 (Price: 227.74), 0.55% below",28 days,No Information,No Information,No Information,No Information,No Information,3.81% above/0.55% below/0.55% below,51.52%/0.95%/30.06%,"0%, 23.74%",433 days/11 days/226 days,2027-05-20/2025-09-15/2026-07-24,12.8%,20.63%,-7.83%,1.54,0.65,275.3954/297.8374/262.87/No Horizontal Resistance/317.6152/339.3352,184.42/86.995/213.1321/193.0625/No Fib Ret Level/No Fib Ret Level,223.99/212.82,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
PULSEGAUGE,"NVDA, Long, 2025-07-06 (Price: 159.34)",2025-10-09 (Price: 192.57) (Today),"20.85%, 68 days","87.5%, Past 25 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-10-09 (Price: 192.57), 20.85% above",68 days,No Information,No Information,No Information,No Information,No Information,No Information,28.19%/20.58%/23.67%,"16.39%, 16.71%",199 days/14 days/72 days,2026-04-20/2025-07-26/2025-10-18,10.76%,28.46%,-17.7%,1.34,0.83,178.7954/197.0558/176.5924/No Horizontal Resistance/176.5924/239.8943,94.31/13.9695/152.8996/143.3288/No Fib Ret Level/No Fib Ret Level,179.04/144.21,68.75%/16/139 days (Across ALL Assets),70.63%/126/138 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2023-12-31 (Price: 134185.0)",2025-10-09 (Price: 141708.1875) (Today),"5.61%, 463 days","100.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-10-09 (Price: 141708.1875), 5.61% above",463 days,No Information,No Information,No Information,No Information,No Information,11.29% above/5.61% above/5.61% above,65.67%/2.63%/21.82%,"0%, 34.07%",739 days/152 days/333 days,2026-12-05/2024-08-07/2025-04-26,8.78%,9.0%,-0.22%,0.83,0.33,164564.484/163464.167/161963.8/No Horizontal Resistance/173653.968/192289.6,101882.0/90496.5/121313.6/110617.73/No Fib Ret Level/No Fib Ret Level,123475.36/115493.12,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"NIFTY_MIDCAP_100.NS, Long, 2024-09-30 (Price: 60153.8008)",2025-10-09 (Price: 58429.8516) (Today),"-2.87%, 268 days","100.0%, Past 20 years, 7","Quarterly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-10-09 (Price: 58429.8516), 2.87% below",268 days,No Information,No Information,No Information,No Information,No Information,4.83% above/2.87% below/2.87% below,71.71%/4.14%/27.0%,"0%, 44.62%",1175 days/316 days/463 days,2029-05-28/2025-12-31/2026-08-01,11.86%,14.27%,-2.41%,1.28,0.5,75414.8201/76395.327/85396.01/No Horizontal Resistance/69983.5191/76335.2565,11703.75/24894.2998/51648.171/44465.2214/No Fib Ret Level/No Fib Ret Level,58578.43/52063.69,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"NIFTY_MIDCAP_100.NS, Long, 2024-06-30 (Price: 55736.8984)",2025-10-09 (Price: 58429.8516) (Today),"4.83%, 333 days","100.0%, Past 20 years, 7","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-10-09 (Price: 58429.8516), 4.83% above",333 days,No Information,No Information,No Information,No Information,No Information,26.52% above/4.83% above/4.83% above,71.71%/4.14%/27.0%,"0%, 44.62%",1175 days/316 days/463 days,2029-02-25/2025-09-30/2026-05-01,11.86%,14.27%,-2.41%,1.28,0.5,69877.3495/70785.861/80568.17/No Horizontal Resistance/69983.5191/76335.2565,11703.75/24894.2998/51648.171/44465.2214/No Fib Ret Level/No Fib Ret Level,52023.11/46406.07,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"NIFTY_MIDCAP_100.NS, Long, 2024-03-31 (Price: 48075.75)",2025-10-09 (Price: 58429.8516) (Today),"21.54%, 398 days","100.0%, Past 20 years, 7","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-10-09 (Price: 58429.8516), 21.54% above",398 days,No Information,No Information,No Information,No Information,No Information,26.52% above/21.54% above/21.54% above,71.71%/4.14%/27.0%,"0%, 44.62%",1175 days/316 days/463 days,2028-11-26/2025-07-01/2026-01-30,11.86%,14.27%,-2.41%,1.28,0.5,60272.5678/61056.2025/67673.34/No Horizontal Resistance/51648.171/69983.5191,11703.75/24894.2998/44465.2214/36390.8355/No Fib Ret Level/No Fib Ret Level,48056.6/41870.31,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"GS, Long, 2025-10-06 (Price: 796.78)",2025-10-09 (Price: 779.96) (Today),"-2.11%, 3 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2025-10-06",Already confirmed,"2025-10-09 (Price: 779.96), 2.11% below",3 days,No Information,No Information,No Information,No Information,No Information,0.07% above/2.11% below/2.11% below,8.8%/0.89%/4.44%,"14.29%, 31.34%",53 days/5 days/22 days,2025-12-21/2025-10-13/2025-11-06,9.03%,23.38%,-14.35%,0.38,0.81,824.5876/832.157/1049.01/No Horizontal Resistance/931.1482/1236.8362,779.38/288.555/794.5775/634.5288/No Fib Ret Level/No Fib Ret Level,756.01/641.55,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"GS, Long, 2025-08-31 (Price: 745.25)",2025-10-09 (Price: 779.96) (Today),"4.66%, 28 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-09 (Price: 779.96), 4.66% above",28 days,No Information,No Information,No Information,No Information,No Information,10.2% above/4.66% above/4.66% above,53.25%/7.0%/26.44%,"0%, 34.98%",630 days/85 days/262 days,2028-02-29/2026-01-01/2026-09-14,11.18%,7.85%,3.33%,1.82,0.28,900.3365/942.2941/1064.37/No Horizontal Resistance/794.5775/931.1482,303.61/288.555/634.5288/521.2487/No Fib Ret Level/No Fib Ret Level,715.27/618.35,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-09-19 (Price: 52.25)",2025-10-09 (Price: 49.79) (Today),"-4.71%, 14 days","76.92%, Past 4 years, 13","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 49.79), 4.71% below",14 days,No Information,No Information,No Information,No Information,No Information,4.71% below/4.71% below/4.71% below,3.57%/0.71%/2.18%,"13.24%, 27.96%",123 days/6 days/38 days,2026-03-16/2025-09-27/2025-11-13,1.4%,8.97%,-7.57%,-0.05,0.33,51.7797/53.3891/54.94/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,49.46/29.49/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,48.47/44.96,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",2025-10-09 (Price: 51.36) (Today),"-10.27%, 43 days","87.5%, Past 10 years, 16","Weekly, is CONFIRMED on 2025-08-08",Already confirmed,"2025-10-09 (Price: 51.36), 10.27% below",43 days,No Information,No Information,No Information,No Information,No Information,5.5% below/10.27% below/10.27% below,17.36%/1.81%/8.7%,"40.4%, 57.11%",299 days/19 days/90 days,2026-10-17/2025-09-06/2025-12-18,1.79%,2.67%,-0.88%,0.14,0.04,63.5879/62.2199/68.82/No Horizontal Resistance/82.226/92.0468,35.9/28.5067/52.4418/49.3734/No Fib Ret Level/No Fib Ret Level,50.1/41.89,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
