"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"AAPL, Long, 2024-09-30 (Price: 233.0)",2025-11-11 (Price: 275.25) (Today),"18.13%, 291 days","100.0%, Past 20 years, 28","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 275.25), 18.13% above",291 days,"2, 2022-07-31 (Price: 162.51)",2024-09-30 (Price: 233.0),2024-09-30 (Price: 233.0),291/291/291 days,18.13% above/18.13% above/18.13% above,2022-07-31 (Price: 175.7774)/2024-09-30 (Price: 216.2229),98.28%/8.74%/39.88%,"-0.0%, 40.56%",651 days/87 days/170 days,2027-04-30/2025-02-03/2025-06-03,19.97%,30.68%,-10.71%,1.22,1.01,291.8558/325.9204/275.29/No Horizontal Resistance/294.7231/309.0801,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level,222.27/197.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"BNS.TO, Long, 2024-09-30 (Price: 73.69)",2025-10-31 (Price: 91.99),"24.83%, 284 days","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 93.54), 26.94% above",291 days,"0, 2019-09-30 (Price: 75.25)",2024-08-31 (Price: 67.27),2024-09-30 (Price: 73.69),311/291/291 days,39.05% above/26.94% above/26.94% above,2019-09-30 (Price: 123.536)/2024-09-30 (Price: 64.496),24.83%/3.08%/11.43%,"30.99%, 38.87%",719 days/129 days/282 days,2027-08-07/2025-04-04/2025-11-12,4.31%,6.33%,-2.02%,0.35,0.21,75.6575/82.1128/74.63/81.0275/92.969/100.7509,56.15/54.1533/69.3218/61.3348/No F-Track Level/No F-Track Level,66.97/65.1,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"ENZL, Long, 2024-09-30 (Price: 49.42)",2025-11-11 (Price: 45.675) (Today),"-7.58%, 291 days","100.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 45.675), 7.58% below",291 days,"2, 2023-01-31 (Price: 52.13)",2024-08-31 (Price: 49.25),2024-09-26 (Price: 49.69),311/293/291 days,7.26% below/8.08% below/7.58% below,2023-01-31 (Price: 53.4722)/2024-09-30 (Price: 44.8266),18.88%/2.38%/9.32%,"-0.0%, 22.82%",393 days/130 days/233 days,2026-04-22/2025-04-06/2025-09-02,6.19%,3.43%,2.76%,0.93,0.04,50.4282/54.0259/51.05/65.1933/79.7363/84.688,41.64/43.9425/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,48.07/46.44,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"PG, Long, 2024-09-30 (Price: 173.2)",2025-11-11 (Price: 148.54) (Today),"-14.24%, 291 days","78.95%, Past 20 years, 19","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 148.54), 14.24% below",291 days,"2, 2022-07-31 (Price: 138.91)",2024-08-31 (Price: 171.54),2024-09-30 (Price: 173.2),311/291/291 days,13.41% below/14.24% below/14.24% below,2022-07-31 (Price: 150.5264)/2024-09-30 (Price: 168.2911),16.93%/4.07%/9.42%,"3.8%, 22.42%",716 days/109 days/258 days,2027-08-03/2025-03-06/2025-10-08,5.06%,5.61%,-0.54%,0.78,0.16,179.8682/189.5154/193.77/No Horizontal Resistance/186.6499/209.3631,126.25/122.9033/161.0808/140.2317/No F-Track Level/No F-Track Level,170.81/162.39,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",2025-11-11 (Price: 9.48) (Today),"8.72%, 291 days","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 9.48), 8.72% above",291 days,"2, 2023-03-31 (Price: 8.41)",2024-08-31 (Price: 8.54),2024-09-30 (Price: 8.72),311/291/291 days,11.01% above/8.72% above/8.72% above,2023-03-31 (Price: 8.938)/2024-09-30 (Price: 7.714),26.44%/7.23%/20.04%,"-0.0%, 15.86%",349 days/109 days/211 days,2026-02-17/2025-03-06/2025-08-01,20.51%,7.62%,12.9%,1.86,0.27,9.217/10.4675/8.91/8.822/No Next Fib Ext/No Next Fib Ext,7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,8.38/7.84,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",2025-11-11 (Price: 11.94) (Today),"-0.08%, 291 days","93.75%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 11.94), 0.08% below",291 days,"0, 2019-09-30 (Price: 6.62)",2024-09-30 (Price: 11.95),2024-09-30 (Price: 11.95),291/291/291 days,0.08% below/0.08% below/0.08% below,2019-09-30 (Price: 18.6584)/2024-09-30 (Price: 10.9147),39.09%/9.46%/23.38%,"38.71%, 46.41%",477 days/109 days/222 days,2026-08-21/2025-03-06/2025-08-17,14.87%,16.24%,-1.37%,0.81,0.61,12.6276/14.7439/15.15/12.63/19.8479/26.5969,8.14/9.246/11.0645/56.4607/No F-Track Level/No F-Track Level,11.46/10.75,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"ORCL, Long, 2024-09-30 (Price: 170.4)",2025-10-31 (Price: 262.61),"54.11%, 284 days","81.25%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 236.15), 38.59% above",291 days,"0, 2019-09-30 (Price: 55.03)",2024-09-30 (Price: 170.4),2024-09-30 (Price: 170.4),291/291/291 days,38.59% above/38.59% above/38.59% above,2019-09-30 (Price: 79.91)/2024-09-30 (Price: 138.6433),54.11%/7.78%/20.09%,"6.17%, 28.67%",478 days/87 days/210 days,2026-08-23/2025-02-03/2025-07-31,9.74%,9.41%,0.32%,1.04,0.34,185.4293/204.6334/239.62/No Horizontal Resistance/145.7273/152.3597,61.07/54.8525/117.4897/106.3198/No F-Track Level/No F-Track Level,145.55/126.67,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"JD, Long, 2024-09-29 (Price: 39.9)",2025-11-11 (Price: 31.61) (Today),"-20.78%, 291 days","80.0%, Past 10 years, 10","Weekly, is CONFIRMED on 2024-09-27",Already confirmed,"2025-11-11 (Price: 31.61), 20.78% below",291 days,"0, 2020-06-07 (Price: 59.04)",2024-09-22 (Price: 28.55),2024-09-27 (Price: 39.9),296/292/291 days,10.72% above/20.78% below/20.78% below,2020-06-07 (Price: 126.7162)/2024-09-29 (Price: 27.2889),21.39%/10.27%/15.47%,"63.97%, 76.21%",124 days/39 days/71 days,2025-03-27/2024-11-24/2025-01-09,-8.46%,4.34%,-12.8%,-0.14,0.25,41.7553/46.0725/51.38/92.73/103.1027/108.0778,25.16/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,27.38/27.07,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"NZDCAD=X, Long, 2024-09-29 (Price: 0.8531)",2025-11-11 (Price: 0.7916) (Today),"-7.21%, 291 days","72.73%, Past 10 years, 33","Weekly, is CONFIRMED on 2024-09-27",Already confirmed,"2025-11-11 (Price: 0.7916), 7.21% below",291 days,"0, 2020-06-07 (Price: 0.8724)",2024-09-22 (Price: 0.8458),2024-09-27 (Price: 0.8531),296/292/291 days,6.41% below/7.21% below/7.21% below,2020-06-07 (Price: 0.9391)/2024-09-29 (Price: 0.8409),4.6%/1.11%/3.38%,"5.56%, 13.76%",209 days/19 days/96 days,2025-07-28/2024-10-26/2025-02-15,1.94%,0.18%,1.77%,0.3,-0.53,0.8569/0.8819/0.86/0.9157/1.0924/1.3117,0.81/0.7543/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.83/0.83,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"NZDCAD=X, Long, 2024-09-22 (Price: 0.8458)",2025-11-11 (Price: 0.7916) (Today),"-6.41%, 296 days","72.73%, Past 10 years, 33","Weekly, is CONFIRMED on 2024-09-20",Already confirmed,"2025-11-11 (Price: 0.7916), 6.41% below",296 days,"8, 2020-09-27 (Price: 0.874)",2024-09-22 (Price: 0.8458),2024-09-17 (Price: 0.8417),296/300/296 days,6.41% below/5.95% below/6.41% below,2020-09-27 (Price: 0.9352)/2024-09-22 (Price: 0.8354),4.6%/1.11%/3.38%,"5.56%, 13.76%",209 days/19 days/96 days,2025-07-21/2024-10-19/2025-02-08,1.94%,0.18%,1.77%,0.3,-0.53,0.8495/0.8744/0.86/0.9059/1.0924/1.3117,0.81/0.7543/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.83/0.83,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"IEI, Long, 2024-08-31 (Price: 118.72)",2025-11-11 (Price: 119.72) (Today),"0.84%, 311 days","91.67%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-11-11 (Price: 119.72), 0.84% above",311 days,"0, 2019-08-31 (Price: 127.75)",2024-07-31 (Price: 117.67),2024-08-30 (Price: 118.72),334/312/311 days,1.74% above/0.84% above/0.84% above,2019-08-31 (Price: 143.782)/2024-08-31 (Price: 114.902),2.72%/1.13%/1.87%,"15.13%, 15.6%",391 days/109 days/228 days,2026-03-20/2025-02-04/2025-07-27,0.4%,0.95%,-0.55%,0.05,-0.88,120.4177/120.9401/124.14/133.2183/No Next Fib Ext/No Next Fib Ext,112.29/112.768/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,117.24/115.83,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"XLV, Long, 2024-08-31 (Price: 157.2)",2025-11-11 (Price: 150.68) (Today),"-4.15%, 311 days","86.21%, Past 20 years, 29","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-11-11 (Price: 150.68), 4.15% below",311 days,"0, 2019-08-31 (Price: 90.6)",2024-08-31 (Price: 157.2),2024-08-30 (Price: 157.2),311/312/311 days,4.15% below/4.15% below/4.15% below,2019-08-31 (Price: 136.3655)/2024-08-31 (Price: 149.5927),17.42%/2.58%/8.85%,"20.84%, 36.99%",695 days/86 days/233 days,2027-06-03/2025-01-02/2025-08-03,5.12%,6.82%,-1.7%,0.64,0.25,165.0286/171.1122/197.16/No Horizontal Resistance/153.114/174.1807,124.54/100.54/117.2225/81.225/No F-Track Level/No F-Track Level,149.57/143.1,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"PPH, Long, 2024-08-25 (Price: 98.11)",2025-11-11 (Price: 98.2) (Today),"0.09%, 316 days","92.86%, Past 10 years, 28","Weekly, is CONFIRMED on 2024-08-23",Already confirmed,"2025-11-11 (Price: 98.2), 0.09% above",316 days,"2, 2023-07-30 (Price: 80.47)",2024-08-18 (Price: 96.23),2024-08-25 (Price: 98.11),321/316/316 days,2.05% above/0.09% above/0.09% above,2023-07-30 (Price: 82.2606)/2024-08-25 (Price: 95.7533),8.34%/1.58%/4.35%,"20.68%, 31.01%",109 days/24 days/55 days,2025-01-29/2024-09-28/2024-11-12,8.98%,7.16%,1.82%,0.59,0.26,101.4752/102.3778/108.69/No Horizontal Resistance/96.0365/100.0174,85.14/65.948/87.7591/70.617/No F-Track Level/No F-Track Level,93.23/87.62,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"UPS, Long, 2024-07-21 (Price: 145.18)",2025-11-11 (Price: 95.03) (Today),"-34.54%, 341 days","91.43%, Past 10 years, 35","Weekly, is CONFIRMED on 2024-07-19",Already confirmed,"2025-11-11 (Price: 95.03), 34.54% below",341 days,"6, 2023-03-05 (Price: 185.68)",2024-07-14 (Price: 142.35),2024-07-21 (Price: 145.18),346/341/341 days,33.24% below/34.54% below/34.54% below,2023-03-05 (Price: 208.2895)/2024-07-21 (Price: 136.0134),31.22%/1.77%/7.51%,"13.76%, 27.26%",244 days/19 days/109 days,2025-07-09/2024-08-17/2024-12-25,13.13%,2.3%,10.84%,0.5,0.04,142.8716/156.083/169.48/221.2667/228.7501/262.6495,135.65/124.47/112.825/669.7485/No F-Track Level/No F-Track Level,140.09/148.1,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"NIFTY_MIDCAP_100.NS, Long, 2024-06-30 (Price: 55736.8984)",2025-11-11 (Price: 60427.0) (Today),"8.41%, 356 days","100.0%, Past 20 years, 11","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 60427.0), 8.41% above",356 days,"0, 2016-12-31 (Price: 14351.4502)",2023-12-31 (Price: 46181.6484),2024-04-01 (Price: 48912.0508),486/421/356 days,30.85% above/23.54% above/8.41% above,2016-12-31 (Price: 18039.9661)/2024-06-30 (Price: 40845.2669),71.71%/11.89%/36.95%,"-0.0%, 44.62%",1175 days/325 days/546 days,2029-02-25/2025-10-13/2026-08-29,14.77%,14.34%,0.43%,1.04,0.5,63060.7268/76331.6824/80568.17/No Horizontal Resistance/69983.5191/76335.2565,11703.75/24894.2998/51648.171/44465.2214/No F-Track Level/No F-Track Level,52023.11/46406.07,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"JPM, Long, 2024-06-30 (Price: 202.26)",2025-11-11 (Price: 315.62) (Today),"56.05%, 356 days","87.5%, Past 44 years, 8","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 315.62), 56.05% above",356 days,"4, 2010-06-30 (Price: 36.61)",2024-06-30 (Price: 202.26),2024-06-28 (Price: 202.26),356/357/356 days,56.05% above/56.05% above/56.05% above,2010-06-30 (Price: 43.0608)/2024-06-30 (Price: 194.6855),54.11%/10.04%/23.18%,"3.39%, 36.16%",914 days/390 days/521 days,2028-02-13/2026-01-15/2026-07-24,7.18%,9.18%,-2.01%,0.62,0.33,229.4235/249.1439/301.65/203.41/208.1524/275.691,104.5/91.08/186.1217/130.0388/No F-Track Level/No F-Track Level,196.29/173.92,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"TWR.NZ, Long, 2024-06-30 (Price: 0.9778)",2025-09-30 (Price: 1.75),"78.97%, 326 days","75.0%, Past 26 years, 4","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 1.875), 91.76% above",356 days,"0, 2016-12-31 (Price: 0.7143)",2024-03-31 (Price: 0.7722),2024-06-19 (Price: 0.9278),421/364/356 days,142.81% above/102.09% above/91.76% above,2016-12-31 (Price: 1.2134)/2024-06-30 (Price: 0.7383),78.57%/0.82%/26.74%,"18.28%, 37.42%",586 days/326 days/499 days,2026-10-26/2025-10-15/2026-06-22,6.49%,-3.96%,10.45%,0.34,-0.11,1.2784/1.2393/1.14/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,0.68/0.6259/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.91/0.76,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-09-30 (Price: 37.05),"23.17%, 326 days","100.0%, Past 24 years, 8","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 38.1), 26.66% above",356 days,"2, 2020-06-30 (Price: 35.6)",2024-03-31 (Price: 25.65),2024-06-25 (Price: 30.23),421/360/356 days,48.54% above/26.03% above/26.66% above,2020-06-30 (Price: 38.7936)/2024-06-30 (Price: 24.3355),111.71%/21.96%/58.51%,"-0.0%, 48.03%",1435 days/326 days/531 days,2030-03-09/2025-10-15/2026-08-08,13.02%,13.97%,-0.95%,1.3,0.5,49.2891/47.6798/33.39/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,29.0/24.75,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"IFT.NZ, Long, 2024-06-30 (Price: 11.2)",2025-11-11 (Price: 12.6) (Today),"12.5%, 356 days","100.0%, Past 31 years, 10","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 12.6), 12.5% above",356 days,"4, 2015-06-30 (Price: 3.1173)",2024-06-30 (Price: 11.2),2024-06-24 (Price: 11.0),356/361/356 days,12.5% above/14.55% above/12.5% above,2015-06-30 (Price: 2.8654)/2024-06-30 (Price: 10.9213),86.89%/4.05%/34.96%,"-0.0%, 22.42%",717 days/325 days/536 days,2027-05-04/2025-10-13/2026-08-15,12.28%,12.57%,-0.29%,1.18,0.51,13.2933/15.1155/16.05/No Horizontal Resistance/12.2485/18.927,2.72/7.3167/8.121/5.57/No F-Track Level/No F-Track Level,10.87/10.44,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"TRI.TO, Long, 2024-06-30 (Price: 230.61)",2025-11-11 (Price: 192.46) (Today),"-16.54%, 356 days","100.0%, Past 23 years, 5","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 192.46), 16.54% below",356 days,"2, 2017-06-30 (Price: 68.6715)",2024-06-30 (Price: 230.61),2024-06-24 (Price: 225.74),356/361/356 days,16.54% below/14.74% below/16.54% below,2017-06-30 (Price: 71.8626)/2024-06-30 (Price: 213.0682),46.07%/16.92%/31.5%,"-0.0%, 7.38%",588 days/392 days/490 days,2026-10-29/2026-01-18/2026-06-09,13.56%,10.32%,3.24%,0.57,0.44,256.2077/303.2522/327.77/No Horizontal Resistance/293.2329/455.2123,56.95/100.2873/193.124/131.2534/No F-Track Level/No F-Track Level,227.45/201.86,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"NZDCAD=X, Long, 2024-06-16 (Price: 0.8466)",2025-11-11 (Price: 0.7916) (Today),"-6.5%, 366 days","72.73%, Past 10 years, 33","Weekly, is CONFIRMED on 2024-06-14",Already confirmed,"2025-11-11 (Price: 0.7916), 6.5% below",366 days,"8, 2020-10-11 (Price: 0.869)",2024-06-16 (Price: 0.8466),2024-06-13 (Price: 0.8483),366/368/366 days,6.5% below/6.68% below/6.5% below,2020-10-11 (Price: 0.9342)/2024-06-16 (Price: 0.8422),4.6%/1.11%/3.38%,"5.56%, 13.76%",209 days/19 days/96 days,2025-04-14/2024-07-13/2024-11-02,1.94%,0.18%,1.77%,0.3,-0.53,0.8503/0.8752/0.86/0.9059/1.0924/1.3117,0.81/0.7543/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.83/0.82,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"NIO, Long, 2024-05-31 (Price: 5.39)",2025-11-11 (Price: 6.63) (Today),"23.01%, 377 days","100.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2024-05-31",Already confirmed,"2025-11-11 (Price: 6.63), 23.01% above",377 days,"0, 2019-05-31 (Price: 3.05)",2024-03-31 (Price: 4.5),2024-05-29 (Price: 4.93),421/379/377 days,47.33% above/34.48% above/23.01% above,2019-05-31 (Price: 99.7706)/2024-05-31 (Price: 1.4287),323.2%/323.2%/323.2%,"-0.0%, 0.0%",86 days/86 days/86 days,2024-10-02/2024-10-02/2024-10-02,38666.81%,0.52%,38666.29%,0.8,0.51,8.3852/22.8105/6.79/24.205/No Next Fib Ext/No Next Fib Ext,4.5/No Horizontal Support/4.746/23.69/No F-Track Level/No F-Track Level,4.79/7.01,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"MEL.NZ, Long, 2024-05-31 (Price: 6.76)",2025-11-11 (Price: 5.91) (Today),"-12.57%, 377 days","90.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2024-05-31",Already confirmed,"2025-11-11 (Price: 5.91), 12.57% below",377 days,"2, 2022-07-31 (Price: 4.97)",2024-05-31 (Price: 6.76),2024-05-31 (Price: 6.76),377/377/377 days,12.57% below/12.57% below/12.57% below,2022-07-31 (Price: 5.3075)/2024-05-31 (Price: 5.9762),33.97%/9.81%/18.64%,"24.88%, 41.24%",304 days/109 days/216 days,2025-08-14/2024-11-04/2025-04-08,11.53%,11.3%,0.23%,0.81,0.47,7.8342/8.0201/7.83/No Horizontal Resistance/7.4565/8.4564,4.83/4.355/6.1182/4.8318/No F-Track Level/No F-Track Level,6.0/5.53,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"PG, Long, 2024-04-30 (Price: 163.2)",2025-11-11 (Price: 148.54) (Today),"-8.98%, 400 days","78.95%, Past 20 years, 19","Monthly, is CONFIRMED on 2024-04-30",Already confirmed,"2025-11-11 (Price: 148.54), 8.98% below",400 days,"0, 2019-04-30 (Price: 106.48)",2024-04-30 (Price: 163.2),2024-04-30 (Price: 163.2),400/400/400 days,8.98% below/8.98% below/8.98% below,2019-04-30 (Price: 177.4558)/2024-04-30 (Price: 155.4453),16.93%/4.07%/9.42%,"3.8%, 22.42%",716 days/109 days/258 days,2027-03-03/2024-10-04/2025-05-08,5.06%,5.61%,-0.54%,0.78,0.16,169.4832/178.5734/197.23/165.125/186.6499/209.3631,126.25/123.62/161.0808/140.2317/No F-Track Level/No F-Track Level,159.74/153.29,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"CNQ.TO, Long, 2024-04-07 (Price: 55.16)",2025-11-11 (Price: 45.38) (Today),"-17.73%, 416 days","70.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2024-04-05",Already confirmed,"2025-11-11 (Price: 45.38), 17.73% below",416 days,"2, 2023-04-09 (Price: 39.465)",2024-03-24 (Price: 50.395),2024-04-05 (Price: 55.16),426/417/416 days,9.95% below/17.73% below/17.73% below,2023-04-09 (Price: 41.3757)/2024-04-07 (Price: 50.4589),19.11%/1.41%/7.62%,"22.31%, 71.02%",129 days/19 days/45 days,2024-10-10/2024-05-04/2024-06-11,1.12%,5.6%,-4.49%,0.03,0.24,55.855/59.3632/64.58/No Horizontal Resistance/65.8353/68.6522,40.81/13.9251/48.4386/46.0303/No F-Track Level/No F-Track Level,46.55/43.33,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"XLF, Long, 2024-03-31 (Price: 42.12)",2025-09-30 (Price: 53.87),"27.9%, 391 days","71.43%, Past 26 years, 7","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-11 (Price: 53.21), 26.33% above",421 days,"2, 2021-03-31 (Price: 34.05)",2023-12-31 (Price: 37.6),2024-01-19 (Price: 37.93),486/472/421 days,41.52% above/40.28% above/26.33% above,2021-03-31 (Price: 46.29)/2024-03-31 (Price: 32.52),33.43%/27.9%/31.59%,"37.75%, 44.86%",718 days/391 days/609 days,2027-02-03/2025-10-18/2026-08-30,2.69%,3.75%,-1.07%,0.09,0.09,43.0045/55.4257/46.96/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,20.82/22.715/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,39.88/35.96,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"TSM, Long, 2024-03-31 (Price: 136.05)",2025-11-11 (Price: 291.17) (Today),"114.02%, 421 days","90.0%, Past 28 years, 10","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-11 (Price: 291.17), 114.02% above",421 days,"0, 2016-09-30 (Price: 30.59)",2024-03-31 (Price: 136.05),2024-03-28 (Price: 136.05),421/423/421 days,114.02% above/114.02% above/114.02% above,2016-09-30 (Price: 205.22)/2024-03-31 (Price: 100.1867),48.89%/11.67%/30.08%,"14.69%, 43.01%",1761 days/325 days/847 days,2031-03-25/2025-07-14/2027-08-09,7.46%,16.51%,-9.06%,0.99,0.53,168.4979/176.9738/199.33/143.6/135.8936/169.1372,68.56/60.035/108.0515/85.2377/No F-Track Level/No F-Track Level,129.28/104.41,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"NIFTY_MIDCAP_100.NS, Long, 2024-03-31 (Price: 48075.75)",2025-11-11 (Price: 60427.0) (Today),"25.69%, 421 days","100.0%, Past 20 years, 11","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-11 (Price: 60427.0), 25.69% above",421 days,"0, 2016-09-30 (Price: 15413.0996)",2023-12-31 (Price: 46181.6484),2024-03-21 (Price: 47033.5508),486/428/421 days,30.85% above/28.48% above/25.69% above,2016-09-30 (Price: 17279.7894)/2024-03-31 (Price: 40085.0902),71.71%/11.89%/36.95%,"-0.0%, 44.62%",1175 days/325 days/546 days,2028-11-26/2025-07-14/2026-05-30,14.77%,14.34%,0.43%,1.04,0.5,54392.9035/65839.7396/67673.34/No Horizontal Resistance/51648.171/69983.5191,11703.75/24894.2998/44465.2214/36390.8355/No F-Track Level/No F-Track Level,48056.6/41870.31,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"BPCL.NS, Long, 2024-03-31 (Price: 301.2)",2025-11-11 (Price: 374.15) (Today),"24.22%, 421 days","83.33%, Past 29 years, 6","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-11 (Price: 374.15), 24.22% above",421 days,"2, 2019-09-30 (Price: 235.05)",2023-12-31 (Price: 225.325),2024-01-15 (Price: 229.975),486/476/421 days,66.05% above/62.69% above/24.22% above,2019-09-30 (Price: 277.7857)/2024-03-31 (Price: 218.6429),116.35%/37.98%/77.17%,"11.18%, 36.26%",1173 days/392 days/782 days,2028-11-23/2025-10-19/2027-05-07,11.11%,11.88%,-0.77%,0.48,0.4,367.7351/533.636/340.89/No Horizontal Resistance/353.1485/372.4081,152.4/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level,290.2/216.58,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
