Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType,Signal Open Price
TRENDPULSE,"^BVSP, Long, 2025-11-16 (Price: 157739.0)",2026-01-25 (Price: 178859.0),"13.39%, 2.3 months","100.0%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2026-01-29 (Price: 183133.7500), 16.10% above",2.4 months,No Information,No Information,No Information,No Information,No Information,18.08% above/15.33% above/15.33% above,10.65%/0.93%/5.61%,"-0.0%, 43.39%",1.1 year/28 days/3.4 months,2027-06-12/2025-12-26/2026-04-12,7.52%,4.03%,3.49%,2.1,0.18,165058.0896/166588.1579/177361.4/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/136771.08,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets),exit,154061.0
FRACTAL TRACK,"MAR, Long, 2025-11-16 (Price: 285.72)",2026-01-27 (Price: 313.95) (Today),"9.88%, 2.4 months","100.0%, Past 20 years, 22","Weekly, was CONFIRMED on 2025-11-16",Already confirmed,"2026-01-29 (Price: 319.7700), 11.92% above",2.4 months,No Information,No Information,No Information,"50% (Price: 256.035), 22.62% above, Upmove Bounce Back","2024-08-11 (Price: 204.55), 2025-02-09 (Price: 307.52)",No Information,23.39%/8.05%/16.44%,"-0.0%, 61.32%",3 years/21 days/8 months,2030-02-27/2025-12-16/2026-10-29,13.69%,8.26%,5.43%,2.62,0.41,300.3774/332.6924/347.5/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,260.2/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/274.41,94.55%/55/0 days (Across ALL Assets),74.31%/144/0 days (Across ALL Assets),exit,292.12
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",2026-01-27 (Price: 1454.59) (Today),"37.33%, 2.9 months","92.31%, Past 30 years, 13","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-01-29 (Price: 1455.1600), 37.38% above",2.9 months,No Information,No Information,No Information,"38.2% (Price: 692.3064), 110.11% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,30.95%/20.8%/23.81%,"6.56%, 49.5%",2.6 years/1 month/8.9 months,2029-07-17/2025-12-13/2026-11-21,12.71%,13.9%,-1.19%,1.74,0.62,1226.5883/1311.4327/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/896.38,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets),exit,965.61
TRENDPULSE,"XLE, Long, 2025-10-26 (Price: 44.035)",2026-01-25 (Price: 49.19),"11.71%, 3 months","72.22%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-29 (Price: 50.5100), 14.70% above",3.1 months,No Information,No Information,No Information,No Information,No Information,15.54% above/12.8% above/12.8% above,16.62%/0.85%/7.33%,"27.58%, 58.07%",7.9 months/28 days/2.5 months,2026-10-04/2025-12-05/2026-02-11,4.71%,1.43%,3.28%,-0.1,0.05,47.4081/47.2628/46.79/49.2225/53.4428/58.8712/No EMA 200 Target,42.61/22.8475/37.0707/26.9521/No F-Track Level/No F-Track Level/43.51,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets),exit,43.065
TRENDPULSE,"TSM, Long, 2025-10-05 (Price: 292.19)",2026-01-25 (Price: 334.87),"14.61%, 3.7 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2026-01-29 (Price: 339.5500), 16.21% above",3.8 months,No Information,No Information,No Information,No Information,No Information,27.74% above/15.79% above/15.79% above,24.83%/4.38%/11.82%,"-0.0%, 31.75%",8.9 months/28 days/3.4 months,2026-10-26/2025-11-14/2026-03-01,13.85%,15.73%,-1.88%,1.66,0.83,333.0089/326.7269/355.09/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,146.8/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/209.36,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets),exit,276.49
TRENDPULSE,"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-27 (Price: 48.26) (Today),"12.86%, 5 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-30 (Price: 46.9000), 9.68% above",5 months,No Information,No Information,No Information,No Information,No Information,12.86% above/12.86% above/12.86% above,12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-05-18/2026-02-20/2026-08-31,6.01%,3.56%,2.45%,0.45,0.12,47.0446/47.207/53.49/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,40.71
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-27 (Price: 631.13) (Today),"10.65%, 5 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-29 (Price: 629.4300), 10.35% above",5 months,No Information,No Information,No Information,No Information,No Information,10.65% above/10.65% above/10.65% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,2026-11-17/2026-04-05/2026-07-18,8.4%,6.82%,1.58%,1.2,0.37,649.1722/640.3881/735.71/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,558.83
TRENDPULSE,"VGT, Long, 2025-08-31 (Price: 697.02)",2026-01-27 (Price: 769.9) (Today),"10.46%, 5 months","100.0%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-29 (Price: 760.8000), 9.15% above",5 months,No Information,No Information,No Information,No Information,No Information,10.46% above/10.46% above/10.46% above,27.2%/4.39%/15.02%,"-0.0%, 51.21%",1.4 year/4.1 months/8 months,2027-08-29/2026-02-23/2026-08-13,6.44%,9.1%,-2.66%,1.52,0.57,820.1137/801.7124/918.34/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,542.38/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/618.84,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,683.16
FRACTAL TRACK,"MSFT, Long, 2025-06-30 (Price: 497.41)",2026-01-27 (Price: 480.58) (Today),"-3.38%, 7 months","92.31%, Past 39 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-29 (Price: 433.5000), 12.85% below",7 months,No Information,No Information,No Information,"50% (Price: 340.89), 40.98% above, Upmove Bounce Back","2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",No Information,27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,2045-10-07/2025-11-07/2028-01-24,7.9%,16.21%,-8.31%,1.65,0.79,669.6133/608.4319/650.36/No Horizontal Resistance/517.4523/553.3726/No EMA 200 Target,375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/485.0,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets),exit,457.14
FRACTAL TRACK,"IWM, Long, 2025-06-30 (Price: 215.79)",2026-01-27 (Price: 264.73) (Today),"22.68%, 7 months","88.89%, Past 25 years, 9","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-29 (Price: 263.3700), 22.05% above",7 months,No Information,No Information,No Information,"88.6% (Price: 171.1673), 54.66% above, Upmove Bounce Back","2023-10-31 (Price: 161.67), 2024-11-30 (Price: 244.98)",No Information,25.23%/12.67%/20.64%,"34.06%, 36.6%",1.9 year/5 months/1.1 year,2028-03-16/2026-02-02/2027-01-24,7.1%,4.62%,2.48%,0.69,0.22,238.8148/260.3291/265.78/244.72/267.7701/348.4025/230.11,194.86/162.3167/209.2101/157.2742/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets),exit,205.32
FRACTAL TRACK,"PPH, Long, 2025-06-30 (Price: 87.96)",2026-01-27 (Price: 107.27) (Today),"21.95%, 7 months","90.0%, Past 26 years, 10","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-29 (Price: 105.6500), 20.11% above",7 months,No Information,No Information,No Information,"38.2% (Price: 78.775), 36.17% above, Upmove Bounce Back","2015-08-31 (Price: 45.23), 2024-09-30 (Price: 99.51)",No Information,23.88%/20.36%/21.19%,"1.09%, 37.34%",6.1 years/10.1 months/3.2 years,2034-03-15/2026-09-11/2030-01-23,4.29%,2.59%,1.7%,1.41,0.03,101.4091/106.5987/120.53/No Horizontal Resistance/100.0174/110.4008/92.02,86.28/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets),exit,87.83
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-27 (Price: 430.9) (Today),"24.37%, 8 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-01-29 (Price: 416.5600), 20.23% above",8 months,No Information,No Information,No Information,No Information,No Information,52.71% above/24.37% above/24.37% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,2028-02-15 (Max),26.29%,28.82%,-2.53%,0.27,1.04,864.2098/373.4492/367.54/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,280.01
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-27 (Price: 43.43) (Today),"10.16%, 10.1 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-01-29 (Price: 43.3300), 9.90% above",10.1 months,No Information,No Information,No Information,"23.66% (Price: 36.9765), 17.45% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.36,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets),exit,39.57
TRENDPULSE,"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-27 (Price: 66.91) (Today),"12.72%, 11.1 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-29 (Price: 65.7300), 10.73% above",11.1 months,No Information,No Information,No Information,No Information,No Information,12.72% above/12.72% above/12.72% above,11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-08-03/2025-10-03/2026-07-30,5.39%,1.99%,3.4%,0.77,-0.0,60.7728/64.18/75.54/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,56.21
BAND MATRIX,"NA.TO, Long, 2025-02-23 (Price: 124.43)",2026-01-27 (Price: 161.96) (Today),"30.16%, 11.3 months","100.0%, Past 15 years, 6","Weekly, was CONFIRMED on 2025-02-23",No Cancellation Possible,"2026-01-29 (Price: 163.6800), 31.54% above",11.3 months,No Information,No Information,No Information,No Information,No Information,No Information,61.64%/4.69%/32.82%,"-0.0%, 42.56%",3.7 years/9.3 months/2 years,2030-06-06/2026-04-03/2028-01-01,11.98%,7.53%,4.45%,1.22,0.44,128.4242/165.2679/146.85/No Horizontal Resistance/188.6608/207.1743/148.26,106.39/73.9933/119.9028/88.8057/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets),exit,125.91
TRENDPULSE,"AAPL, Long, 2024-09-30 (Price: 233.0)",2026-01-27 (Price: 258.27) (Today),"10.85%, 1.3 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-01-29 (Price: 258.2800), 10.85% above",1.3 year,No Information,No Information,No Information,No Information,No Information,10.85% above/10.85% above/10.85% above,49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-04-25/2025-05-09/2025-12-30,17.77%,21.49%,-3.72%,2.41,1.03,338.9451/283.4911/275.29/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/197.37,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,228.55
TRENDPULSE,"ASML, Long, 2024-01-31 (Price: 869.82)",2026-01-27 (Price: 1454.59) (Today),"67.23%, 2 years","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-01-29 (Price: 1455.1600), 67.29% above",2 years,No Information,No Information,No Information,No Information,No Information,67.23% above/67.23% above/67.23% above,42.83%/5.07%/18.51%,"28.83%, 59.07%",1.4 year/5.1 months/1 year,2026-01-28/2024-09-08/2025-07-05,8.92%,10.16%,-1.24%,0.75,0.49,1035.4337/1030.8237/1286.69/888.525/1034.6774/1091.1724/No EMA 200 Target,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level/678.52,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,730.0
BAND MATRIX,"JPY=X, Long, 2023-12-31 (Price: 141.43)",2026-01-27 (Price: 154.336) (Today),"9.13%, 2.1 years","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2023-12-31",No Cancellation Possible,"2026-01-30 (Price: 153.1510), 8.29% above",2.1 years,No Information,No Information,No Information,No Information,No Information,No Information,4.36%/0.69%/2.53%,"3.04%, 15.82%",4.3 years/8.9 months/2.5 years,2030-02-19/2025-01-20/2027-07-26,2.69%,2.94%,-0.25%,0.15,0.02,139.3368/145.0082/142.17/151.92/156.7717/175.8568/149.66,138.07/103.3558/138.2059/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets),exit,142.342
BAND MATRIX,"TCS.NS, Long, 2022-05-22 (Price: 3293.0)",2026-01-25 (Price: 3162.5),"-3.96%, 3.7 years","100.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2022-05-22",No Cancellation Possible,"2026-01-30 (Price: 3105.6001), 5.69% below",3.7 years,No Information,No Information,No Information,No Information,No Information,No Information,60.23%/7.63%/25.48%,"-0.0%, 23.27%",2.1 years/5.1 months/1 year,2025-05-21/2022-12-29/2023-10-25,11.64%,8.39%,3.25%,0.89,0.46,3734.262/4132.0564/3933.16/4016.45/4192.8996/5692.579/No EMA 200 Target,3167.45/1228.9625/3006.8346/2637.2425/No F-Track Level/No F-Track Level/3217.51,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets),exit,3415.0
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",2026-01-27 (Price: 85.58) (Today),"8.72%, 27 days","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-29 (Price: 83.1600), 11.31% below",27 days,No Information,No Information,No Information,"23.66% (Price: 106.2331), 19.44% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-14/2026-05-10/2026-05-10,11.77%,5.5%,6.27%,1.3,0.88,184.1259/66.1196/23.05/34.8663/86.4764/77.567/No EMA 200 Target,No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,0.0%/1/0 days (Across ALL Assets),53.33%/15/0 days (Across ALL Assets),exit,117.549
OSCILLATOR DELTA,"JETS, Short, 2025-12-24 (Price: 28.54)",2026-01-27 (Price: 27.86) (Today),"2.38%, 1.1 month","100.0%, Past 6 years, 8","Daily, is Confirmed on 2025-12-24",No Cancellation Possible,"2026-01-29 (Price: 28.4200), 0.42% below",1.1 month,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-08-19/2025-12-25/2026-03-07,13.31%,5.2%,8.11%,1.61,0.01,26.5308/26.6507/26.59/14.732/No F-Stack Support/No F-Stack Support/24.7,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/0 days (Across ALL Assets),62.86%/35/0 days (Across ALL Assets),exit,28.44
TRENDPULSE,"USCI, Short, 2025-11-09 (Price: 78.02)",2026-01-25 (Price: 84.23),"-7.96%, 2.6 months","92.31%, Past 10 years, 13","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2026-01-29 (Price: 87.5021), 12.15% above",2.6 months,No Information,No Information,No Information,No Information,No Information,9.61% above/10.5% above/10.5% above,20.34%/0.9%/7.17%,"7.79%, 24.44%",1.9 month/28 days/1.2 month,2026-01-30/2025-12-19/2025-12-31,8.02%,5.4%,2.62%,0.59,-0.14,72.8941/72.426/74.16/38.14/75.2881/67.5442/73.22,No support/38.14/75.2881/67.5442/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),28.57%/7/0 days (Across ALL Assets),exit,78.54
DELTADRIFT,"AAPL, Long, 2026-01-22 (Price: 248.35)",2026-01-26 (Price: 255.41),"2.84%, 4 days","90.0%, Past 4 years, 10","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-29 (Price: 258.2800), 4.00% above",5 days,No Information,No Information,No Information,No Information,No Information,No Information,6.6%/3.13%/3.95%,"4.88%, 13.99%",2.3 months/2 days/23 days,2026-05-01/2026-01-24/2026-02-24,8.79%,8.71%,0.08%,0.77,0.46,258.7559/258.1598/258.46/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,246.7/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/235.74,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets),exit,249.2
TRENDPULSE,"PG, Long, 2026-01-20 (Price: 147.0)",2026-01-27 (Price: 148.34) (Today),"0.91%, 7 days","86.96%, Past 4 years, 23","Daily, is CONFIRMED on 2026-01-20",Already confirmed,"2026-01-29 (Price: 149.9000), 1.97% above",7 days,No Information,No Information,No Information,No Information,No Information,2.64% above/0.91% above/0.91% above,3.12%/1.29%/2.0%,"6.35%, 12.85%",3.3 months/6 days/1.2 month,2026-06-12/2026-01-28/2026-03-13,9.71%,2.06%,7.65%,0.36,0.03,148.5729/149.94/153.59/179.4533/186.6499/209.3631/154.63,138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,144.46
TRENDPULSE,"^BVSP, Long, 2026-01-15 (Price: 165568.0)",2026-01-26 (Price: 178721.0),"7.94%, 11 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-15",Already confirmed,"2026-01-29 (Price: 183133.7500), 10.61% above",12 days,No Information,No Information,No Information,No Information,No Information,10.16% above/9.88% above/9.88% above,5.29%/0.69%/2.87%,"1.68%, 18.35%",5.9 months/7 days/1 month,2026-09-28/2026-01-25/2026-02-27,10.46%,4.14%,6.32%,1.7,0.2,175601.4208/170319.8016/171680.2/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,157327.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/143125.97,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,165180.0
TRENDPULSE,"BABA, Long, 2026-01-13 (Price: 167.01)",2026-01-27 (Price: 172.72) (Today),"3.42%, 14 days","73.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-01-13",Already confirmed,"2026-01-29 (Price: 174.2500), 4.34% above",14 days,No Information,No Information,No Information,No Information,No Information,14.41% above/3.42% above/3.42% above,13.07%/3.26%/7.2%,"49.23%, 66.54%",2.5 months/6 days/1.2 month,2026-05-01/2026-01-21/2026-03-06,-7.81%,-3.01%,-4.8%,-0.14,0.07,170.6508/179.0347/171.62/No Horizontal Resistance/399.1612/524.2534/No EMA 200 Target,146.58/67.495/144.416/No support/No F-Track Level/No F-Track Level/138.31,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,165.5
FRACTAL TRACK,"DOL.TO, Long, 2026-01-12 (Price: 202.08)",2026-01-27 (Price: 186.36) (Today),"-7.78%, 15 days","85.19%, Past 5 years, 27","Daily, was CONFIRMED on 2026-01-12",Already confirmed,"2026-01-29 (Price: 185.2700), 8.32% below",15 days,No Information,No Information,No Information,"23.66% (Price: 201.5134), 7.52% below, Upmove Bounce Back","2025-10-14 (Price: 174.26), 2025-12-11 (Price: 209.96)",No Information,11.74%/1.29%/9.03%,"4.51%, 11.58%",8.3 months/20 days/3 months,2027-01-07/2026-02-09/2026-05-22,30.23%,20.61%,9.62%,1.18,1.4,210.7492/220.3278/223.5/No Horizontal Resistance/294.0831/455.769/No EMA 200 Target,198.0/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/187.09,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets),exit,199.44
TRENDPULSE,"MTY.TO, Long, 2026-01-07 (Price: 40.04)",2026-01-26 (Price: 42.91),"7.17%, 19 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-01-07",Already confirmed,"2026-01-29 (Price: 41.9100), 4.67% above",20 days,No Information,No Information,No Information,No Information,No Information,6.67% above/6.64% above/6.64% above,7.25%/0.53%/3.58%,"0.46%, 22.19%",2.6 months/7 days/21 days,2026-04-29/2026-01-17/2026-02-06,16.78%,-4.47%,21.25%,1.28,-0.0,41.8178/41.4734/47.83/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,37.0/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.27,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,39.7
TRENDPULSE,"NVO, Long, 2026-01-04 (Price: 52.39)",2026-01-27 (Price: 62.89) (Today),"20.04%, 23 days","85.71%, Past 10 years, 21","Weekly, is CONFIRMED on 2026-01-02",Already confirmed,"2026-01-29 (Price: 59.3300), 13.25% above",23 days,No Information,No Information,No Information,No Information,No Information,20.02% above/20.04% above/20.04% above,20.26%/3.25%/8.42%,"16.75%, 27.09%",4.4 months/28 days/1.9 month,2026-07-14/2026-02-13/2026-03-27,9.13%,7.21%,1.92%,0.46,0.37,57.6971/56.8012/75.35/139.01/157.4212/201.8641/59.76,45.68/45.4025/51.1046/45.3824/No F-Track Level/No F-Track Level/No EMA 200 Support,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets),exit,51.56
